TF,mean_abs_SHAP
JUND,0.043832058699561166
KLF2,0.031173859428404106
FOSB,0.023377342693838777
HMGA1,0.018627536597168495
GTF3A,0.018320490941234936
JUN,0.015415973987677281
CREB3L3,0.014651966203117818
FOS,0.013397023725552992
MXD4,0.012304864886213115
FOXM1,0.011180024916742342
KLF6,0.00970977806049617
STAT5A,0.00906440132653717
YBX1,0.009039822688405424
NFKB1,0.00839380920814802
TBX21,0.005905866895295816
NFATC2,0.0033088326051706565
ETS1,0.002126919374134609
BATF,0.002118484248419609
EOMES,0.0017392846843588476
NFE2L3,0.001713885024097213
TFAP4,0.00148348655373464
MAFG,0.0014526264203304127
PPARG,0.0014288156459726182
MYC,0.0014195305968165877
MSC,0.0014152140771905638
CREBZF,0.0013704123793917243
KLF13,0.0013143279169305073
TLX2,0.0012050368836672698
ZNF407,0.001172279029721476
ATF5,0.001144956126882919
ELK3,0.001081484466402884
NFYB,0.001079655264615345
HNF1B,0.0010517223773669807
FOXP3,0.0010513364088744765
FOSL2,0.0010511994164663584
LEF1,0.001001432020634578
CREB3,0.0009693983335547172
PURA,0.0009286800482397912
RELB,0.0009150346749680207
SREBF2,0.0008408132738223471
XBP1,0.0008319298415664245
ELK4,0.000821348959016784
STAT1,0.000781705489849354
EGR1,0.0007802960259576217
ELF1,0.0007731265437358586
HOXA10,0.000769853462431945
THAP11,0.000768906293473085
KLF4,0.0007588994654901642
IRF1,0.0007425221244746491
GABPA,0.0007385932702992439
IKZF1,0.0007330677440831624
ZBTB17,0.0007315276517201181
CEBPG,0.0007299314079967148
SREBF1,0.0007273492634644982
SPI1,0.0006467220299657692
RORC,0.0006327913552039579
MITF,0.0006301910862605457
NFYC,0.0006116800014858377
POU2F2,0.0006020215433620426
ETV7,0.0005983157674682806
POU2F1,0.0005830995959016836
MBD2,0.0005758276110084361
OTX2,0.0005662595656534646
LHX1,0.0005582633987844928
PBX1,0.0005474950213920926
PATZ1,0.0005446020332091831
E2F2,0.0005395557136889839
IRF3,0.0005361140514410618
HOXC5,0.000523816867155556
TEAD4,0.0005204807379748887
ATF1,0.0005198924788595083
ZNF580,0.0005055090378589655
SP4,0.0005044219655031513
E2F8,0.0005015873969455159
IRF5,0.0004970334900057928
TP53,0.0004933592183576941
ZNF225,0.0004815052760307406
PAX2,0.00048061213035156147
SP3,0.00047394111249423747
FLI1,0.0004729819356835014
VEZF1,0.0004703771896808635
TCF4,0.00046951745314254207
ETV4,0.00046599107111383516
NR3C1,0.0004498357275863932
ETV5,0.0004480410312319412
ONECUT2,0.00043813839861866745
TFDP1,0.00043780970156331904
ATF2,0.00043598358900639355
NCOA1,0.0004358088127291928
SMAD3,0.00042227369277775435
E2F1,0.0004159261768821279
REL,0.00040438789078961403
ATF3,0.00040083175628017215
GFI1B,0.00039327317720600467
NHLH1,0.000392927353348971
IRF8,0.0003900294034832875
TCF3,0.0003887162682108935
GMEB1,0.0003847184950733675
RXRA,0.00038119181065717275
HOXB2,0.00038013884866079433
RARA,0.0003795593124057053
BACH2,0.0003727325235519465
ELK1,0.00037082856060026507
E2F7,0.00036878524842146634
NR2C2,0.00036662458627757116
ZNF367,0.00036430839387149524
SPIB,0.00036182177963397757
NFE2,0.00035551144931703673
SETDB1,0.0003510587470603557
IRF7,0.00035062976990781126
GATA2,0.00035048442442240805
HES1,0.0003503834909941623
E2F4,0.00034855645405298746
HOXA9,0.0003449475914249489
ZNF354B,0.00034384479601306075
CEBPD,0.0003280803548272668
ELF3,0.0003243586077231011
HOXC9,0.00032024343404035623
TP73,0.0003172877304516915
ESRRA,0.00031494221873426905
ZBTB20,0.00030506138585280747
ZNF35,0.00030287023689588773
GATA1,0.0003024746108192816
TAL1,0.000302194048357616
CREB3L2,0.0002999417082963539
ETV6,0.000298740561235619
MAFF,0.00029753686296256246
MBNL2,0.00029587305894481674
NFIA,0.0002935242403431243
CEBPA,0.0002934203253776456
NFKB2,0.00028949841105624054
IKZF2,0.0002678236309547185
GATA3,0.0002671159245836626
E2F6,0.00025842762792336487
ELF4,0.0002554400065094426
MAFK,0.00025461325092643804
ETV3,0.0002509799422283282
TCF7L2,0.0002479817359828711
ETS2,0.0002463168327976656
ETV2,0.00024202386319735068
CEBPB,0.0002315428878446552
ZBTB25,0.00023152807866078247
TEAD3,0.00022396203812306568
KLF12,0.00020158715620873907
BHLHE41,0.00020041904096091244
TCF7L1,0.0001977222551106984
MAFB,0.00018595149480614306
YY2,0.0001726972494207075
RFX5,0.0001720216947523192
BCL11A,0.0001576468271166031
SOX4,0.00014634349464048046
DBP,0.0001453568895455741
ZNF354C,0.0001348758139248671
POU6F1,4.965191282522831e-05
