TF,SHAP_diff
ATF1,-0.0003868253229311604
ATF2,5.654644279174859e-05
ATF3,-0.00026657669757197775
ATF5,0.0002697966825994611
BACH2,9.543543242668723e-05
BATF,0.0005674754947032888
BCL11A,9.078389712892863e-05
BHLHE41,-3.564692199539285e-05
CEBPA,4.129342691858089e-05
CEBPB,-1.7036667127382312e-05
CEBPD,7.770690917802782e-05
CEBPG,6.849187660605248e-05
CREB3,-0.0005273266694024957
CREB3L2,7.034044589448684e-05
CREB3L3,0.002899117146574766
CREBZF,-0.00025832935881854515
DBP,5.422035874527153e-05
E2F1,-0.00017403023643713437
E2F2,-0.00017677539101513658
E2F4,0.0002149602806726454
E2F6,0.0002321895737557286
E2F7,-0.0001099182948325051
E2F8,-0.0005020205804192572
EGR1,-0.00021545863928671468
ELF1,0.00019255050886246092
ELF3,-0.0002190970632513321
ELF4,8.942754850842046e-05
ELK1,0.00010692130278931039
ELK3,-0.001182716385630013
ELK4,0.0016155333039562072
EOMES,-0.002492601691607735
ESRRA,-7.35643660966338e-05
ETS1,-0.0019330117018781505
ETS2,0.00014696342213166183
ETV2,5.32643567605877e-05
ETV3,-0.00010685622056225247
ETV4,-6.701430408865472e-06
ETV5,0.00012554434776749625
ETV6,-0.00011244999286270143
ETV7,-0.00024835060939186677
FLI1,0.00030562923255459025
FOS,-0.012185394103944137
FOSB,-0.021401644360069538
FOSL2,-0.0001468487144937098
FOXM1,-0.004578345985380544
FOXP3,-0.0021394307462924596
GABPA,-0.00044726086696636805
GATA1,-9.095647595991203e-06
GATA2,0.00015652566143036227
GATA3,0.0002479579413804333
GFI1B,9.872748357529681e-05
GMEB1,-0.0005092821636728921
GTF3A,-0.009063137410395224
HES1,-0.00032612255364687117
HMGA1,0.015359789867432253
HNF1B,0.00025016682225552253
HOXA10,0.00044568280101888163
HOXA9,0.0007988149466824433
HOXB2,-0.00010673287157621157
HOXC5,-1.7253737674330607e-06
HOXC9,0.00016440885421385
IKZF1,-5.214528107596263e-05
IKZF2,2.1038137173711915e-05
IRF1,-0.0013499807326385186
IRF3,-0.0004151376313956719
IRF5,-0.00024860811834983464
IRF7,3.691461926707842e-05
IRF8,0.00020061036048070794
JUN,-0.007800366032607609
JUND,0.03523560405886377
KLF12,0.00023239947200244233
KLF13,-0.0012640473851786766
KLF2,-0.025285199017848328
KLF4,0.0002679618893576493
KLF6,0.015891571298446393
LEF1,0.001047481587180469
LHX1,-0.00018121025385458005
MAFB,-0.00039161557318420675
MAFF,-6.681800380598524e-05
MAFG,0.0013971056261886925
MAFK,9.952217390486897e-06
MBD2,0.0002814285159324311
MBNL2,-0.00044541481574350247
MITF,-0.00015712473164292986
MSC,0.0017281176336269115
MXD4,-0.0040357852873292716
MYC,0.0010655844198334684
NCOA1,9.220307508855301e-05
NFATC2,0.0015717904263008605
NFE2,0.0002805028193431469
NFE2L3,0.0008974448499985768
NFIA,0.00015841629698023913
NFKB1,0.009686460670391831
NFKB2,-0.00026245777844205844
NFYB,-0.0018727641563687073
NFYC,-0.0017125913580229397
NHLH1,1.1080562020271716e-05
NR2C2,0.0005975147381604531
NR3C1,0.0004327110122655522
ONECUT2,-1.964243136937984e-05
OTX2,0.00033558538000029144
PATZ1,-4.335836686491872e-06
PAX2,0.00014606960979217268
PBX1,-5.4274359621665166e-05
POU2F1,-2.393521062265143e-05
POU2F2,-0.0003213746828006173
POU6F1,2.605547903298826e-05
PPARG,-0.00085847283939271
PURA,0.0019733753579284194
RARA,8.850680991375895e-06
REL,0.00026818918668842975
RELB,0.0002803998315175478
RFX5,2.4005308691701335e-06
RORC,-0.00021817148409911805
RXRA,-3.35897972049003e-05
SETDB1,0.00015530191068374851
SMAD3,0.00038849239578252166
SOX4,-0.00012441124707800378
SP3,-6.043504671123554e-05
SP4,0.00035779578337470896
SPI1,8.690581243665132e-05
SPIB,0.00017642642847381012
SREBF1,0.00036303389246669085
SREBF2,0.00040715720379883827
STAT1,-0.001686557473552417
STAT5A,0.006462190234877509
TAL1,-0.0001389385403234584
TBX21,-0.0022036359303317047
TCF3,0.00021197036773732688
TCF4,1.1335132080103205e-05
TCF7L1,8.32837395094737e-05
TCF7L2,-4.1550244591874525e-05
TEAD3,0.00010783804479526994
TEAD4,-1.3106591070380255e-05
TFAP4,-0.0007803307339983836
TFDP1,-0.0005391836194344068
THAP11,-0.0006428528572109888
TLX2,-0.000598510323901878
TP53,-0.00022198239154478763
TP73,7.533853569373377e-05
VEZF1,7.85141645814664e-05
XBP1,-0.0006234600216666674
YBX1,-0.004767583214667129
YY2,-1.2667672162709761e-05
ZBTB17,-0.00031841901898712585
ZBTB20,-0.0001692878625901714
ZBTB25,2.708033482319663e-05
ZNF225,-0.0002792400530283286
ZNF35,8.786071070504832e-05
ZNF354B,0.0002620031842233183
ZNF354C,0.00032467604909846453
ZNF367,-3.841929360344112e-05
ZNF407,0.0010873475984513638
ZNF580,-0.0005383931082527395
