TF,SHAP_diff
ATF1,-9.346413914404839e-05
ATF2,-9.80004759166355e-05
ATF3,0.0002108172959997168
ATF5,0.00021134208499477025
BACH2,-1.8116458167900084e-05
BATF,-0.0008737257616876922
BCL11A,-1.584718830215759e-05
BHLHE41,2.580824253552823e-05
CEBPA,0.00037541516145822617
CEBPB,-1.813946946686781e-05
CEBPD,-3.944229737196789e-05
CEBPG,0.00040850273789945946
CREB3,-0.00037681030250603394
CREB3L2,0.0003277886537226612
CREB3L3,0.010655349016633425
CREBZF,-1.6132501670289442e-06
DBP,9.240549031116013e-06
E2F1,0.0002959295274672124
E2F2,-0.00047845804844742984
E2F4,-0.00013818391761840563
E2F6,6.07008437038427e-06
E2F7,-9.367724916432692e-05
E2F8,0.00014320603874412767
EGR1,-3.9292263734610434e-05
ELF1,0.0007014122705021073
ELF3,-2.174292157074265e-05
ELF4,0.00010174557579074831
ELK1,-3.0124563043399785e-05
ELK3,-0.00039734286809683337
ELK4,0.0004246129493190263
EOMES,-0.0003332545285570193
ESRRA,0.00010603162851043286
ETS1,-0.00021658840491431086
ETS2,-8.640049742215095e-05
ETV2,-2.6889660331758833e-05
ETV3,4.6267344723592576e-05
ETV4,5.170679408335087e-06
ETV5,-7.85731994156879e-05
ETV6,1.287899591686624e-05
ETV7,-0.00021833977130167174
FLI1,-6.89775060819805e-05
FOS,0.025680087352099562
FOSB,0.0238799087602413
FOSL2,-2.506488467224702e-05
FOXM1,-0.00509004945947393
FOXP3,-0.0005675571730762322
GABPA,-0.0002522921378435018
GATA1,0.00010931908743995116
GATA2,-0.00011211669643954855
GATA3,-0.00013916425771860904
GFI1B,2.1338939198177337e-06
GMEB1,-0.00014323508793253145
GTF3A,0.004758029580281415
HES1,-0.00014929572042867467
HMGA1,0.018928680919596236
HNF1B,0.00012544623779250956
HOXA10,-3.204949327960216e-05
HOXA9,3.171659312231373e-05
HOXB2,9.40209968016325e-05
HOXC5,-0.0001601860522794347
HOXC9,-4.608381376694868e-05
IKZF1,-0.00015849124598712913
IKZF2,0.00012088429374779969
IRF1,-0.0001568681562819996
IRF3,-0.00023631123939907365
IRF5,0.00013586225010189584
IRF7,-1.0827768477402407e-05
IRF8,0.0002499942877195268
JUN,0.017397067824303315
JUND,0.00783375328378484
KLF12,0.00013820867484660057
KLF13,-0.00014148502704479536
KLF2,0.0005096783423090811
KLF4,-0.0001365867041693705
KLF6,0.0022006190098575124
LEF1,0.000267140660161698
LHX1,-0.00017558269927978634
MAFB,-0.0001469400931954412
MAFF,-7.82445487576119e-05
MAFG,0.0001301571016842861
MAFK,2.834770735939332e-06
MBD2,-0.00013521486247357605
MBNL2,-0.00021807694509906915
MITF,-0.0001952711062098248
MSC,0.0012962143405051954
MXD4,0.0007176633343664977
MYC,0.0005704096346828639
NCOA1,9.273536919154147e-05
NFATC2,0.0011441566437326283
NFE2,5.694485560287982e-05
NFE2L3,1.5160617783207373e-05
NFIA,-0.00011444741214582175
NFKB1,0.00039295066768392875
NFKB2,2.1938785616021434e-05
NFYB,-0.0007826484154655558
NFYC,9.897703055481515e-06
NHLH1,8.416678676745063e-05
NR2C2,-3.670428012840061e-05
NR3C1,0.0003962390559562909
ONECUT2,4.6482178870991064e-05
OTX2,6.703025088007865e-05
PATZ1,-2.5350463784225084e-05
PAX2,-9.596571507370905e-05
PBX1,-0.00013003669108030508
POU2F1,0.00013460343836071444
POU2F2,-0.0003966867591374615
POU6F1,7.447800449585649e-07
PPARG,-0.00012579732541299693
PURA,-0.00013944596523922934
RARA,0.00041070532785760807
REL,3.071418349894158e-05
RELB,-9.657483014180282e-06
RFX5,1.1109227767639677e-05
RORC,-0.00014842754726623363
RXRA,7.251649850391017e-05
SETDB1,7.31835476944695e-05
SMAD3,0.00024338289245769297
SOX4,1.3077902057146112e-05
SP3,7.681909715526687e-05
SP4,0.0006266814154385333
SPI1,-0.0006831504595810332
SPIB,-5.0765131656957125e-05
SREBF1,0.00011265195714996499
SREBF2,0.0007460488704394741
STAT1,-0.00013752796684151193
STAT5A,-0.009284397710520384
TAL1,0.00010823135111180527
TBX21,-0.0024016215958270097
TCF3,0.00016091091207776038
TCF4,-0.0002782672793897597
TCF7L1,7.535007257687049e-05
TCF7L2,3.3291000181820484e-05
TEAD3,3.262153601824358e-05
TEAD4,-0.00012821982956219872
TFAP4,-0.00014227626133771128
TFDP1,0.00022561666361693342
THAP11,0.00021235311091895602
TLX2,0.00016718653172440715
TP53,2.194668732093532e-05
TP73,-3.715563893592175e-07
VEZF1,0.00017048855996351812
XBP1,0.0004568645405819976
YBX1,0.0025509017324880324
YY2,1.8495463023200796e-05
ZBTB17,3.5007795489774284e-05
ZBTB20,-0.00012862804073428204
ZBTB25,-5.721388906900424e-05
ZNF225,-0.00012714908206340673
ZNF35,9.311373220699823e-05
ZNF354B,-7.914924915995724e-05
ZNF354C,8.314760726289516e-06
ZNF367,-0.00014502554573001848
ZNF407,0.00032722433266690144
ZNF580,0.000136076501110957
