TF,SHAP_diff
ATF1,-0.00010551446364930294
ATF2,6.447243791610544e-06
ATF3,0.00039051295091625484
ATF5,0.0011885481752240425
BACH2,-5.216571488895057e-05
BATF,0.0019408096645793143
BCL11A,2.3448275028676438e-05
BHLHE41,0.00010211241125609149
CEBPA,0.00015638035146308917
CEBPB,6.131956386263547e-05
CEBPD,0.00011164928661373207
CEBPG,4.068437471188733e-05
CREB3,0.00021470072079010963
CREB3L2,-7.50577370603555e-05
CREB3L3,0.011656687718218553
CREBZF,8.561043844615548e-05
DBP,-2.0010929920520544e-05
E2F1,0.00020163102236504826
E2F2,0.0005322655505146512
E2F4,0.0002720429302570083
E2F6,3.4622864961635e-05
E2F7,1.9204072368890273e-05
E2F8,-0.0004036601995468643
EGR1,-5.176101272301194e-05
ELF1,-0.0004135386216903811
ELF3,1.6082886286260724e-05
ELF4,1.9148015724466075e-05
ELK1,5.134754493688098e-06
ELK3,0.0001220044104361209
ELK4,0.00037053127594302316
EOMES,-0.0011073882737494707
ESRRA,4.879396374751228e-05
ETS1,-7.222031564971194e-05
ETS2,8.359746270399492e-05
ETV2,-1.4805588999205826e-05
ETV3,-7.832395711622429e-05
ETV4,-8.003394968754664e-06
ETV5,2.2098847244072906e-06
ETV6,-5.606658209996316e-06
ETV7,-6.691453191773659e-05
FLI1,0.0006501265138553855
FOS,0.00928872117536477
FOSB,0.011991042458548713
FOSL2,0.00014243027300576207
FOXM1,0.005995866768390807
FOXP3,4.3061859399230273e-05
GABPA,2.8488561233174093e-05
GATA1,-0.00014321496226112705
GATA2,5.9364912406134095e-05
GATA3,0.0003268060094722327
GFI1B,-3.265139669543979e-05
GMEB1,-7.440381834582737e-05
GTF3A,-0.005546676099708459
HES1,6.618602302977394e-05
HMGA1,-0.020565569802703958
HNF1B,0.000780539350206828
HOXA10,-0.0002907363944229197
HOXA9,3.607670427634958e-05
HOXB2,-0.0002939696138657006
HOXC5,-3.5474738252655217e-06
HOXC9,0.00010972916878833057
IKZF1,-4.8926357730677694e-05
IKZF2,-1.9070581198712582e-05
IRF1,0.0001764646224950858
IRF3,0.00017201354863184606
IRF5,0.0005828355032387309
IRF7,-6.882695327763329e-05
IRF8,-0.00014169292151308948
JUN,0.01138043423809972
JUND,0.019610201607472892
KLF12,-4.932105387309689e-05
KLF13,1.8358041518218594e-05
KLF2,0.00265450330087153
KLF4,-0.00010346364215436279
KLF6,-0.0018389251432361098
LEF1,-0.00016230322740844026
LHX1,0.00010555520271176391
MAFB,0.0006027912758097614
MAFF,0.0002955389721022696
MAFG,9.306428076797502e-05
MAFK,-3.647665445708967e-05
MBD2,-3.331583168678834e-05
MBNL2,4.5135123919576146e-05
MITF,0.0003532435089632326
MSC,-0.00256880969474778
MXD4,0.00041933630254756716
MYC,-0.0010890566418137804
NCOA1,-3.087788755849898e-05
NFATC2,-9.325938358703338e-05
NFE2,-0.00022403483910410192
NFE2L3,0.00020359261713212773
NFIA,0.00010211561397493842
NFKB1,0.00028575341479859166
NFKB2,-2.001752294224972e-05
NFYB,0.0003032083649676106
NFYC,-9.850245048031962e-05
NHLH1,-2.9026839458282444e-05
NR2C2,0.00014378133125172158
NR3C1,-7.02052367396601e-05
ONECUT2,-6.546470630877439e-05
OTX2,-7.274927278413532e-05
PATZ1,-6.176491155417733e-05
PAX2,-1.949302021400427e-05
PBX1,8.867010519234656e-05
POU2F1,6.370866174990191e-05
POU2F2,0.0012632778189379983
POU6F1,-8.813071319280497e-05
PPARG,0.00025956675581223086
PURA,3.771114397468953e-05
RARA,-0.00035581910427986773
REL,-0.00012942718972589363
RELB,-0.0006284905844265096
RFX5,4.94626172130315e-06
RORC,0.00048780447219654846
RXRA,1.2458536152017804e-05
SETDB1,-3.159787341443411e-05
SMAD3,1.9675936246841255e-05
SOX4,-2.730681770777381e-06
SP3,-7.759237062775169e-05
SP4,0.00017277476422421266
SPI1,0.00164108655104261
SPIB,0.00019195179452021974
SREBF1,4.0374252572594814e-05
SREBF2,0.00042486597238005643
STAT1,-4.160746364312961e-05
STAT5A,0.0020001741421443032
TAL1,3.712608957619206e-06
TBX21,-0.0034626786342568535
TCF3,0.00018598867642342248
TCF4,-4.378898883021153e-05
TCF7L1,2.761197130838333e-05
TCF7L2,2.354143794516477e-05
TEAD3,4.1239478311425246e-05
TEAD4,-0.00021854308718354952
TFAP4,0.0006773762150795588
TFDP1,4.8509911172714014e-05
THAP11,6.150205914923012e-05
TLX2,0.0005394237497394557
TP53,3.771049399955469e-05
TP73,2.332132648093926e-05
VEZF1,4.321708715286312e-05
XBP1,-0.0008736536212639527
YBX1,-0.0031636026511126522
YY2,-3.463141420544017e-05
ZBTB17,9.278552777870852e-06
ZBTB20,-0.0003940465531651841
ZBTB25,-0.00014217873664495063
ZNF225,3.260859190505299e-05
ZNF35,2.7426156533295343e-05
ZNF354B,5.737412440598548e-05
ZNF354C,-4.368041794377786e-05
ZNF367,4.305573494058549e-05
ZNF407,0.00015034906957599994
ZNF580,-0.0006207800970588831
