TF,SHAP_diff
ATF1,-0.00036936184985339275
ATF2,4.1243391818775285e-05
ATF3,-0.00011339447264798665
ATF5,0.00012643626723707585
BACH2,-4.645728845171358e-05
BATF,0.0006147406806568598
BCL11A,-5.147361176358888e-05
BHLHE41,-4.866551040957388e-05
CEBPA,0.00014531775089746758
CEBPB,0.0001089093424158582
CEBPD,3.9540011624899086e-05
CEBPG,-7.579333997462462e-05
CREB3,-4.474325749254122e-05
CREB3L2,-4.146401558655223e-07
CREB3L3,0.0010663511932666467
CREBZF,-0.0003567587287648743
DBP,-4.443360885481585e-05
E2F1,-0.0007312559836706346
E2F2,-0.0005498867669997165
E2F4,-2.3610915398288382e-05
E2F6,0.00011697181871813393
E2F7,-0.0003265143761181926
E2F8,-0.0006458363675259603
EGR1,-2.739761851739594e-05
ELF1,-9.310726972963036e-05
ELF3,9.020248189104302e-05
ELF4,0.00010138613984877679
ELK1,1.923299851420934e-05
ELK3,-0.00015465153081947904
ELK4,0.0010110651241580586
EOMES,-0.002442432004578529
ESRRA,-0.00030795160183046144
ETS1,-0.001035423200904302
ETS2,-6.228384016768347e-05
ETV2,2.490857979974514e-05
ETV3,-3.30552830407711e-05
ETV4,1.125483365591963e-05
ETV5,-0.00012009065153294706
ETV6,-7.185524071400996e-05
ETV7,-0.0004839626643887657
FLI1,0.0002754277377919005
FOS,-0.000776441459261912
FOSB,-0.0016435347826877559
FOSL2,0.000619976231701114
FOXM1,-0.0005447299772673457
FOXP3,-0.0010953268272547334
GABPA,-0.00023736295363556813
GATA1,1.2002567685919819e-05
GATA2,-5.73807351882642e-05
GATA3,1.9852252654374112e-05
GFI1B,-0.0001463364615588105
GMEB1,-0.0010054200120020644
GTF3A,-0.011889928337460958
HES1,-7.131809293119937e-05
HMGA1,0.008613735838354682
HNF1B,-3.7481991854957984e-05
HOXA10,-0.00014585389234268107
HOXA9,0.0009580524126270141
HOXB2,-0.0001488211989562852
HOXC5,2.4315068543395955e-05
HOXC9,-7.648414222600092e-05
IKZF1,0.00016669273605169436
IKZF2,-8.437859884381186e-05
IRF1,-0.00043957922999767184
IRF3,-0.0003660143089412257
IRF5,4.902140208538941e-05
IRF7,5.853926518068227e-05
IRF8,-6.43758599024685e-05
JUN,9.56012147262651e-05
JUND,-0.05808950653856461
KLF12,6.959227597689251e-05
KLF13,-0.0006961031193272172
KLF2,0.003984884347327263
KLF4,4.7608597033438986e-05
KLF6,0.0012936383998223872
LEF1,0.0009694632096067782
LHX1,-0.0002710297452531282
MAFB,-3.405949555481849e-05
MAFF,-7.967304672987378e-05
MAFG,0.0007614727293673721
MAFK,3.498713165941712e-05
MBD2,0.0003002621015094595
MBNL2,-0.00016006148224636271
MITF,-0.000116771944124805
MSC,0.0006209868176167499
MXD4,-0.010591250396712526
MYC,0.0009135482730609806
NCOA1,6.457697845033809e-05
NFATC2,0.00010213607734495641
NFE2,-0.00015823958467953822
NFE2L3,0.0010102845880617256
NFIA,-3.6878190189840414e-05
NFKB1,0.00428569485761351
NFKB2,0.00022302824452510362
NFYB,-0.001518115041799082
NFYC,-0.0006254876837673433
NHLH1,9.617964929880469e-06
NR2C2,0.00013683035358031474
NR3C1,-4.835266806215603e-05
ONECUT2,-2.3381062217184802e-05
OTX2,0.00012580242680381207
PATZ1,-0.00010228059959534148
PAX2,0.00012638041829615321
PBX1,-2.472177499226185e-05
POU2F1,0.00015258075591200203
POU2F2,6.281116111118045e-05
POU6F1,3.167430357385058e-05
PPARG,-0.00010302120961329606
PURA,0.0012095508508804438
RARA,0.0001299980823214673
REL,5.053337098302872e-05
RELB,-0.0001290053012884407
RFX5,0.00023191234455236258
RORC,0.0004262410021781592
RXRA,0.00015656297786386454
SETDB1,0.00013862799086225813
SMAD3,-0.00033604645091201855
SOX4,-2.8477731757808575e-05
SP3,0.0001472846904324987
SP4,4.370788226563142e-05
SPI1,5.850318640116453e-05
SPIB,7.803613937475774e-05
SREBF1,8.661352984315707e-06
SREBF2,0.0001501223934813019
STAT1,-0.00111483146052523
STAT5A,0.00030621033532211655
TAL1,-2.0705064891658283e-05
TBX21,-0.005868193290385232
TCF3,-0.00018174961299939065
TCF4,-0.0006433522985801186
TCF7L1,3.568146519941975e-05
TCF7L2,-0.0001411677794685914
TEAD3,2.7863969041365103e-08
TEAD4,0.00016796185380200897
TFAP4,0.00019280551895833772
TFDP1,-0.0003869694079827365
THAP11,-0.000847230579039744
TLX2,-0.0010142287760591196
TP53,-8.126669251721486e-05
TP73,7.348188677818953e-05
VEZF1,-4.91387507749253e-05
XBP1,-0.0001660307078168094
YBX1,-0.006444602223449652
YY2,4.4999445116765977e-05
ZBTB17,-0.00030086734650142235
ZBTB20,-2.2195495081256447e-05
ZBTB25,-4.4261312662272634e-05
ZNF225,-9.3085750740094e-05
ZNF35,0.0001665939711367455
ZNF354B,5.441566503838686e-05
ZNF354C,0.0001507368361367739
ZNF367,-0.0002521461892070043
ZNF407,0.00043554893697471495
ZNF580,-0.0001831627848910083
