TF,mean_abs_SHAP
FOSB,0.026819933602526214
JUND,0.020753817828308423
JUN,0.019511512331871907
HMGA1,0.014690511158964891
FOS,0.01326213989389309
FOXM1,0.010764973881391192
KLF6,0.010647673182565055
KLF2,0.010463523790328817
GTF3A,0.010190900370888026
CREB3L3,0.007697116653200647
STAT5A,0.007150625503759504
TBX21,0.004617263005532553
YBX1,0.0032506596278858387
MXD4,0.0028093320588115007
BATF,0.001876307140564224
NFATC2,0.0016224650036448355
MSC,0.0015349772617681335
NFKB1,0.0013748929449219737
ATF5,0.0011461410577437148
HNF1B,0.0010961892518800789
CREBZF,0.0008943478844849103
TFAP4,0.0008456182221516484
NFE2L3,0.0008374448850453547
EOMES,0.0007277906290172624
PPARG,0.000724631440982572
XBP1,0.0007099820903523734
NFYB,0.0006255541639032063
LEF1,0.0005867353974485478
MYC,0.0005851506006947097
RORC,0.000570231421493732
POU2F2,0.0005492491175603712
SPI1,0.0005440382463754657
TLX2,0.00048755837652188374
RARA,0.0004854132972999054
TCF3,0.00045639930630658103
E2F2,0.00042982306237045724
E2F8,0.0004296508243057384
FOSL2,0.0004259959823861584
ETS1,0.0004184418504027345
ZNF580,0.0004041613953603321
GABPA,0.000398305970173607
KLF4,0.0003892023048861011
IKZF1,0.0003846793111578785
TP53,0.00038345118813578303
CEBPG,0.0003816715115452797
LHX1,0.0003810499458042757
HOXA10,0.00037361549245574534
CREB3,0.00036413872621265437
RELB,0.0003584144668862471
ATF3,0.00035772720716737387
ZNF407,0.00035308631846052386
TEAD4,0.00034988521822796914
FLI1,0.0003409902903021274
OTX2,0.00033886480993947104
IRF1,0.0003384749177556568
VEZF1,0.0003340158686394503
SREBF1,0.0003283682329365476
STAT1,0.0003263931820970509
PATZ1,0.00032448656519917297
ETV5,0.0003241920036002234
PURA,0.00032285714166948513
IRF5,0.00032260457487626306
TCF4,0.0003209864224105841
ELF1,0.0003193562549474972
MBNL2,0.0003147657789244388
POU2F1,0.0003124452083277135
ZBTB20,0.0003017970243817442
HOXC9,0.0002929713389064371
ELK3,0.0002891486064093682
ONECUT2,0.0002862310454218831
GATA3,0.0002860278261589286
ELK4,0.00028542664430685616
NR3C1,0.0002835590685004433
IRF8,0.00028242154700039543
SPIB,0.0002818422877648427
ZNF367,0.0002767900763730191
NFYC,0.0002686720062091736
NFE2,0.0002673223125906608
SREBF2,0.0002655460499643255
ELK1,0.0002638980180927988
MAFB,0.0002592658578850066
TFDP1,0.0002580930764952904
SP4,0.0002578668751774536
GMEB1,0.00025664304990780177
FOXP3,0.00025618132311381583
MAFG,0.0002529148955967189
E2F4,0.00025056326788925476
GATA2,0.00025007335549723296
HOXA9,0.0002486645962521932
PBX1,0.00023945716736471144
ZBTB17,0.00023685110282207605
SETDB1,0.00023672993728244505
MITF,0.00023576350784988001
HES1,0.00023560055756665935
IRF3,0.00023060587302838327
IKZF2,0.00022814887213290383
NCOA1,0.00022413713206183406
HOXC5,0.00022020073183508452
ETV4,0.00021867235489869208
E2F7,0.00021771302626004315
ZNF354B,0.00021744631504081943
ZNF225,0.0002118903176392664
NHLH1,0.0002107272763278968
ATF2,0.0002103261137349953
PAX2,0.0002084925026092875
ESRRA,0.00020701473905593155
ETV7,0.00020563417391983118
HOXB2,0.00020476978025619325
CREB3L2,0.00020380623139090089
ATF1,0.00019739663464856603
BACH2,0.00019228227191328052
RXRA,0.00019163388963443787
THAP11,0.0001896868310152007
NFIA,0.0001895505889922564
IRF7,0.0001862496497561206
TCF7L2,0.0001847352454913548
KLF13,0.00018361858268453
E2F1,0.00018332907207385064
CEBPD,0.0001826413636288802
SMAD3,0.00018219564783667318
CEBPA,0.00017993339889209794
E2F6,0.0001747703080767082
TEAD3,0.00017217349787447526
DBP,0.00017010447194466583
ELF3,0.00016966957669958582
RFX5,0.00016738863333465033
NR2C2,0.00016734792117493468
ZNF35,0.00016579675576903764
REL,0.00016523024332148426
KLF12,0.0001651131621638086
ETS2,0.00015729079375688504
GFI1B,0.00015594366570395395
MAFF,0.00014940115773814466
ETV3,0.00014895367372884743
GATA1,0.00014513558574918796
NFKB2,0.00014038978679193834
ZBTB25,0.00013949796101842332
SOX4,0.00013771775110738452
SP3,0.0001340135436503807
MBD2,0.0001336615456887291
MAFK,0.0001332387531683273
CEBPB,0.00012872852318192193
TAL1,0.00012778629947494242
BHLHE41,0.00012275521807428815
TCF7L1,0.00011976502525590414
ELF4,0.00011859592211079244
YY2,0.00011686728162344363
TP73,0.00011557531012625041
ETV2,0.0001120773256086156
ETV6,0.00011117512633063765
ZNF354C,0.00010744080562896258
EGR1,0.00010689304959752195
BCL11A,9.643761920122423e-05
POU6F1,5.138616940572328e-05
