TF,SHAP_diff
ATF1,-0.000181454005436251
ATF2,-0.00013082521900719155
ATF3,-0.0001533507530929033
ATF5,-0.0002829474190104009
BACH2,0.00017245773146219875
BATF,0.00010898411834244556
BCL11A,2.7129198995910696e-05
BHLHE41,-2.3965244137276447e-05
CEBPA,0.00019715152283223411
CEBPB,-6.123099658543707e-05
CEBPD,2.5159207141387164e-05
CEBPG,1.6875893382718684e-05
CREB3,-0.00021970798064811287
CREB3L2,0.00022901820818098563
CREB3L3,-0.012103189773121126
CREBZF,-0.0008092121266889737
DBP,-0.0001215386356166092
E2F1,-0.00045793244926032814
E2F2,-0.00019782894918308385
E2F4,6.621160696090433e-05
E2F6,-9.432424212435731e-05
E2F7,5.9938425574798385e-06
E2F8,0.00015210716956890754
EGR1,0.0005327462516783721
ELF1,0.0006755933796063155
ELF3,-0.00026398694238856705
ELF4,0.00020433878413358525
ELK1,4.494074235170496e-05
ELK3,-0.002058238374028864
ELK4,0.0012545834090651549
EOMES,-0.0015130181373965096
ESRRA,-3.740338693561861e-05
ETS1,-0.002532984797276705
ETS2,7.805418158880542e-05
ETV2,2.126467638083899e-05
ETV3,-0.00018746102602380018
ETV4,-5.8048388864115805e-05
ETV5,7.381477694980515e-05
ETV6,-0.00030828995659472986
ETV7,-5.303157430874982e-05
FLI1,-0.00012135152192377854
FOS,-0.0065713842055900775
FOSB,-0.015285261900757673
FOSL2,-0.00021911047629836344
FOXM1,0.00222745634179523
FOXP3,-0.001274666577184618
GABPA,-0.00031170552857639263
GATA1,8.38614133090132e-05
GATA2,7.200445931189272e-05
GATA3,1.936785827201971e-05
GFI1B,0.00014236656129179277
GMEB1,-0.0005216394235789171
GTF3A,0.0006197306467815556
HES1,-0.0004686373984265935
HMGA1,0.028372433734247776
HNF1B,0.0005987352827586322
HOXA10,0.00015983632403137365
HOXA9,0.00021884557166461965
HOXB2,-8.340637994786894e-05
HOXC5,6.968139861184935e-06
HOXC9,2.839992685061764e-05
IKZF1,-6.375515365958208e-05
IKZF2,-9.144807513148032e-05
IRF1,-0.001255976197897153
IRF3,-0.00020100175386379015
IRF5,-7.570384709999585e-05
IRF7,-2.9303891935821264e-06
IRF8,6.756866339797645e-05
JUN,-0.011009107646768195
JUND,0.053623864322949404
KLF12,0.00014191011981305062
KLF13,-0.0011757675931653487
KLF2,-0.045168569459496676
KLF4,0.0002083977298071398
KLF6,0.017613284518938545
LEF1,0.0010927014640097197
LHX1,-0.00026317110313219775
MAFB,-0.0002446519420399184
MAFF,-3.013344332360356e-05
MAFG,0.0014607629055770335
MAFK,3.0334959183743504e-05
MBD2,0.0004954141586325444
MBNL2,-0.0003464284868985233
MITF,-4.879268790486525e-05
MSC,0.0009097081743622917
MXD4,0.00548589489662922
MYC,0.0010958170444377755
NCOA1,0.00010584357388409923
NFATC2,0.0014015804300846575
NFE2,0.0002175568309031082
NFE2L3,0.0008507413718940563
NFIA,0.00023982025020338467
NFKB1,0.00935946095984861
NFKB2,-6.178106352865059e-05
NFYB,-0.0006561102532060832
NFYC,-0.0008545914827852785
NHLH1,0.00018489341806162112
NR2C2,0.0003706671368803059
NR3C1,0.0007112022037829482
ONECUT2,0.00015163818869858855
OTX2,0.0003446007966488156
PATZ1,0.00018946749332474262
PAX2,-0.00014763142112512924
PBX1,5.1898145510253854e-05
POU2F1,0.00018958389961661021
POU2F2,-0.0008647063193525067
POU6F1,4.493075038445698e-05
PPARG,-0.0013548838692382624
PURA,0.0006273284157844747
RARA,0.00012930107745488784
REL,0.00042562030017695147
RELB,0.0004520134596757769
RFX5,4.421412084172844e-05
RORC,-0.0011554047692820318
RXRA,0.00014281003640307136
SETDB1,0.00013299109809244595
SMAD3,-0.00039017616435204386
SOX4,-0.00020976881006815236
SP3,0.0004198203175599457
SP4,0.0006030033735764814
SPI1,-0.0002822465134139614
SPIB,0.00015614965810925723
SREBF1,0.00029480920257011643
SREBF2,0.0009358174157192607
STAT1,-0.001616101344071111
STAT5A,-0.004759421295835217
TAL1,0.00014443244409515955
TBX21,-0.004431188970903858
TCF3,-1.1722753441908693e-05
TCF4,0.00023304498802567165
TCF7L1,0.00015004456718348565
TCF7L2,0.00015960242739354106
TEAD3,0.0002056998554586241
TEAD4,-7.337396276728154e-05
TFAP4,-0.0007442970708554668
TFDP1,-0.000214171178746679
THAP11,8.87378318974865e-05
TLX2,-0.001232229383497118
TP53,-0.0001551591310926312
TP73,5.7464880079870624e-05
VEZF1,0.00016428673795069825
XBP1,-0.00011695611239281741
YBX1,0.0042148333113383035
YY2,-1.1022389989013062e-05
ZBTB17,-0.0003901746677930874
ZBTB20,-2.2486583990309434e-05
ZBTB25,-1.0485159816539812e-05
ZNF225,-0.00027395945150995133
ZNF35,0.00014344069256646213
ZNF354B,4.642212649651625e-05
ZNF354C,3.7138331049345234e-05
ZNF367,-2.717458065415458e-05
ZNF407,0.0016232631379069734
ZNF580,-0.0005192050218186103
