TF,mean_abs_SHAP
JUND,0.08988295625006384
FOSB,0.03281345167736302
HMGA1,0.02070503255855438
GTF3A,0.02043796299332055
KLF6,0.014115060418035013
CREB3L3,0.014076291600153027
KLF2,0.014041964993527506
JUN,0.01394112469805397
FOXM1,0.010252114913793117
FOS,0.009724994128095752
TBX21,0.00956954408301061
MXD4,0.008733541432077269
STAT5A,0.007811916832256182
YBX1,0.00516428113921738
NFKB1,0.003139922144941433
BATF,0.002646023194260602
HNF1B,0.002448676291338658
NFATC2,0.002287097498698142
EOMES,0.001749095206094525
ATF5,0.0015780466592947781
MSC,0.0015504159849013671
PPARG,0.0014168039521026366
NFE2L3,0.0013005097409675783
TFAP4,0.001252254587687222
TLX2,0.0012501286558045499
LEF1,0.001066783896035478
RORC,0.0009860658254570549
E2F2,0.0009761876955872354
FOXP3,0.0009386901441709322
ETS1,0.0008305256302933863
POU2F2,0.0008094186289777944
IKZF1,0.0007340254125329018
XBP1,0.0007339276559754115
SPI1,0.000729927783394003
FOSL2,0.0007261984632109503
CREBZF,0.0007248764838343691
STAT1,0.0006803645762884027
TCF3,0.0006570675549915116
GABPA,0.0006561603036396356
MAFG,0.000655167905410623
THAP11,0.0006462356338465101
NFYB,0.0006401419310976528
E2F8,0.0006111556707696519
ELF1,0.0006084437638544537
MYC,0.0006027699089096767
RARA,0.0005951219412922514
IRF5,0.000594586671590526
RELB,0.0005935973311325953
FLI1,0.0005903622014858189
ELK4,0.0005776383228930528
IRF1,0.0005733644828694367
E2F1,0.0005646631629837575
SREBF1,0.0005587588028617492
LHX1,0.0005561724126594211
CREB3,0.000550669936039491
TEAD4,0.0005391038266979428
TP53,0.0005217333235140532
GATA3,0.0005210840671906334
GMEB1,0.0005158616762035729
PAX2,0.0005131606423743447
PATZ1,0.0005098893465012385
HOXB2,0.0004857864674189074
PURA,0.00048562146213945083
POU2F1,0.0004708575195028575
KLF13,0.00046350965537782387
HOXC9,0.0004609301898028956
KLF4,0.0004557468708703904
ZBTB20,0.0004551938070331148
ZNF580,0.00045487539791424256
BACH2,0.0004536320343842676
OTX2,0.00044873186926059537
TFDP1,0.0004445815856948123
ETV5,0.0004307531132920444
CEBPG,0.000428491027641086
ONECUT2,0.0004254804474510293
NFYC,0.00042240885996155237
IRF8,0.0004220346332843542
ESRRA,0.00041976805046711925
NCOA1,0.00041771606025839506
MAFB,0.00041251565454831243
E2F4,0.0004025836771795591
ZNF367,0.0004016570054696178
SMAD3,0.000399764917131082
ELK1,0.00039396349403995515
TCF4,0.0003914639090233502
NFE2,0.0003874782253680724
GATA2,0.00038620325032309364
ETV4,0.000384132338097833
ELK3,0.00038249586868516623
MITF,0.000380038819119387
VEZF1,0.0003785132908230649
ZNF407,0.0003781125269783118
NR3C1,0.00037318858591003137
HES1,0.0003718214060195186
SP4,0.00036833276487690484
HOXA10,0.000368260461899689
MBNL2,0.00036672474761985553
ZBTB17,0.00036594548191435
IRF3,0.0003653121541615715
SREBF2,0.0003548147489497092
PBX1,0.00035301527036340477
SPIB,0.00034618438885366577
GFI1B,0.00032995730304267887
ZNF225,0.0003279028031718257
SETDB1,0.00032469527981141493
MBD2,0.00031744286095028055
ETS2,0.000314921188492935
NR2C2,0.0003143714515870836
ATF3,0.00031183781291846163
REL,0.00030864161969637344
ATF2,0.0003056106785714881
HOXC5,0.0003032719181770413
ZNF354B,0.00030203071672510413
NFKB2,0.00029344333646189285
E2F6,0.00029328716071096167
IKZF2,0.0002715303712386034
RXRA,0.0002693780161299928
CEBPD,0.0002671693451718509
KLF12,0.0002627100437748436
E2F7,0.000259419222737801
CEBPA,0.0002589263473488611
ETV7,0.00025599045020892997
NFIA,0.0002485636539428501
ETV3,0.0002450547506682391
GATA1,0.0002446302443105262
TAL1,0.00024105890442628657
EGR1,0.00024062728104323056
HOXA9,0.00023922154388379612
TCF7L2,0.00023802448981681337
CEBPB,0.00023775888420514535
ATF1,0.0002347517844892295
IRF7,0.00022999048066708305
MAFF,0.00022266303916015893
NHLH1,0.00022242788432076907
SP3,0.00022001113637027715
CREB3L2,0.00021998322954012666
ETV6,0.00021742360809799317
ELF4,0.0002156740490274898
BHLHE41,0.00021393836905681695
TP73,0.00021192333419297997
DBP,0.0002059295780352861
ELF3,0.00018843343867630733
TEAD3,0.0001874335223321429
MAFK,0.0001806874864467909
ETV2,0.00018046965970098882
BCL11A,0.00017237186715092907
ZNF35,0.0001685617593791159
RFX5,0.00016604399447766119
YY2,0.0001644190732398958
ZBTB25,0.00013536916138187042
ZNF354C,0.00013309973322833189
TCF7L1,0.00012444417698692376
SOX4,0.00010352888232641292
POU6F1,5.3203597304597146e-05
