TF,SHAP_diff
ATF1,4.8541702448058307e-05
ATF2,-3.693796336356178e-05
ATF3,9.645872457314197e-05
ATF5,-0.00015357932950355084
BACH2,3.0855855236291686e-05
BATF,-0.0005251743235975519
BCL11A,-1.4628595041797168e-05
BHLHE41,4.8650548219263324e-05
CEBPA,0.00011408477749030673
CEBPB,2.9836793487234818e-05
CEBPD,3.3576495142879665e-05
CEBPG,-5.876132117394318e-05
CREB3,-7.543662738235631e-05
CREB3L2,-2.4196242713380386e-05
CREB3L3,-0.0027310050919188275
CREBZF,-5.0690599809111326e-05
DBP,1.8072915517798522e-06
E2F1,3.13373203003762e-05
E2F2,-5.7522299700700125e-05
E2F4,-0.00013732637095736848
E2F6,-9.416047396502416e-06
E2F7,-5.298086882019109e-06
E2F8,-4.912126976853298e-05
EGR1,-5.126124994571767e-05
ELF1,-1.322783779828217e-05
ELF3,1.7609873654754478e-05
ELF4,-8.098122019801235e-06
ELK1,6.462185915668601e-05
ELK3,0.00010889590732648701
ELK4,-0.00013708169124538057
EOMES,-0.0003004259319991033
ESRRA,2.5534634227021732e-06
ETS1,0.00028338601415082797
ETS2,1.6237187270198812e-06
ETV2,-4.476520750377113e-06
ETV3,3.7160277067905745e-05
ETV4,1.5644567535753868e-05
ETV5,2.451177809288163e-06
ETV6,7.934363096553575e-05
ETV7,-2.370263173990439e-05
FLI1,1.697208294489821e-05
FOS,0.007882573834195557
FOSB,0.027514231803802754
FOSL2,-5.8491476767749025e-05
FOXM1,-0.0007579408022146635
FOXP3,-0.00010339018550824764
GABPA,4.7872796744489664e-05
GATA1,3.598787310864404e-05
GATA2,5.913829021581482e-05
GATA3,1.4647930451858475e-05
GFI1B,2.862873491958463e-05
GMEB1,2.0959473135473244e-05
GTF3A,-0.0005673743185632809
HES1,-5.1059981849303074e-08
HMGA1,-0.0012832268738470058
HNF1B,-8.385427496701361e-05
HOXA10,7.436930616817844e-06
HOXA9,3.324233710876557e-05
HOXB2,2.3167901519464464e-05
HOXC5,5.0213040806026725e-06
HOXC9,-6.193437496229088e-05
IKZF1,1.3699305284327947e-05
IKZF2,5.0280127359809346e-06
IRF1,4.8318111955798406e-05
IRF3,-2.8926208087276116e-05
IRF5,0.00013038129383284965
IRF7,-6.156836112719742e-06
IRF8,-0.00012617254428404494
JUN,0.013292802640694653
JUND,-0.005610298722227049
KLF12,-2.1665072708910772e-06
KLF13,0.00012468240187993326
KLF2,0.00435934052974114
KLF4,-8.480552651923359e-05
KLF6,-0.0014757706850004357
LEF1,0.00041010112267834655
LHX1,2.2616701790319103e-05
MAFB,0.00014095954587160033
MAFF,-2.01777205385045e-05
MAFG,-0.0001291411154645381
MAFK,1.2832781589202672e-06
MBD2,-0.0001144418680161209
MBNL2,8.072384215567772e-05
MITF,-3.8110427634771296e-05
MSC,0.00026022851823456614
MXD4,0.00012706697068070376
MYC,-2.4260015308088505e-05
NCOA1,-4.533727597677872e-05
NFATC2,0.00012285122707253508
NFE2,1.7138073139464038e-06
NFE2L3,-2.9011683661453042e-05
NFIA,-8.908659156536643e-05
NFKB1,-0.0010577178815521886
NFKB2,-2.813811204495248e-05
NFYB,5.974622655114626e-05
NFYC,-2.4876157387745405e-05
NHLH1,3.624027185325138e-06
NR2C2,-4.4378675516888894e-05
NR3C1,-2.6748637287246282e-05
ONECUT2,-4.199887398125412e-05
OTX2,-3.7376462606185324e-06
PATZ1,-5.149329720503547e-05
PAX2,-1.2259198877655049e-05
PBX1,-3.758011273815194e-06
POU2F1,-1.962230251071833e-05
POU2F2,-6.950629470222399e-05
POU6F1,2.149241356215688e-05
PPARG,-1.5129809223725761e-06
PURA,-9.668915447643304e-05
RARA,-2.8998442646688112e-05
REL,-2.9248008056468224e-05
RELB,-5.4382708797406804e-05
RFX5,2.9257268440759477e-07
RORC,4.678243252674615e-05
RXRA,3.902245817733314e-05
SETDB1,1.4963385172489947e-05
SMAD3,-3.3505060500098e-05
SOX4,1.1550487543511528e-05
SP3,2.4956603587947237e-06
SP4,-0.00011680537652879636
SPI1,0.00014719682162984708
SPIB,-5.343668596843022e-05
SREBF1,-7.472668235549779e-05
SREBF2,-8.680002544308637e-05
STAT1,-6.040651076626787e-05
STAT5A,-0.0010284279987506821
TAL1,-1.670482551203127e-05
TBX21,-0.00017987271344453517
TCF3,-7.477510821949537e-06
TCF4,2.5361858458504122e-05
TCF7L1,6.240311564209553e-06
TCF7L2,-3.3516925581947054e-05
TEAD3,9.258766008152896e-06
TEAD4,-8.001428083969233e-05
TFAP4,-6.733611884089364e-06
TFDP1,1.0041959409965657e-05
THAP11,-3.190110388252e-05
TLX2,-8.930677841443975e-05
TP53,3.074926929424938e-05
TP73,1.5250769994816134e-05
VEZF1,-1.4315512345656684e-06
XBP1,1.441910065590799e-05
YBX1,-0.0002747777009247371
YY2,9.142048531174025e-06
ZBTB17,5.540400817001871e-05
ZBTB20,1.6371430122169645e-05
ZBTB25,1.4919310049135738e-05
ZNF225,7.867704137389192e-05
ZNF35,-8.998418656954045e-07
ZNF354B,-7.924589972516532e-06
ZNF354C,-3.9310725513390855e-06
ZNF367,2.5875652610076492e-05
ZNF407,-0.00019081036475190159
ZNF580,0.00011851268001852536
