TF,SHAP_diff
ATF1,-0.0004613596738443954
ATF2,0.00028061753377011723
ATF3,-5.275708123186368e-05
ATF5,0.0002308721186109206
BACH2,1.2659261758971954e-05
BATF,0.0014769325037619443
BCL11A,0.00020991941616636546
BHLHE41,5.8120102665446246e-05
CEBPA,-5.7492442495381466e-05
CEBPB,-0.00010173557298673311
CEBPD,9.152762032334715e-05
CEBPG,-7.170641205281093e-05
CREB3,-5.009176230385775e-05
CREB3L2,-7.446507745371987e-05
CREB3L3,-0.0004003886116967009
CREBZF,-6.959653844016344e-05
DBP,-4.495884892667684e-06
E2F1,-0.0013830536074802009
E2F2,0.000448076842955633
E2F4,0.0003573499298834638
E2F6,0.00037712517197818264
E2F7,-0.0001349812693064442
E2F8,-0.0002908219085586316
EGR1,0.0003129408722715255
ELF1,-0.0007465117360064752
ELF3,0.00021846139045137916
ELF4,-3.355361042479492e-05
ELK1,-0.0006520235380118746
ELK3,-0.00045394711850187835
ELK4,0.0017308662710566972
EOMES,-0.0005264353912577064
ESRRA,-0.0002273947553623805
ETS1,-0.0012514769022150627
ETS2,-4.542963059704992e-05
ETV2,5.7275676646726886e-05
ETV3,-8.404036283447925e-05
ETV4,-8.056367026369529e-05
ETV5,9.91700779112615e-05
ETV6,-0.00012915244221492673
ETV7,-0.00023300020340214398
FLI1,0.0004133820447133237
FOS,-0.004027101623006841
FOSB,0.00282804868927123
FOSL2,-6.201755977065408e-05
FOXM1,0.006264753715047649
FOXP3,-0.0008821347219617997
GABPA,-0.0002463381386932805
GATA1,2.2850430474554128e-05
GATA2,0.00020966042412985344
GATA3,-1.8323283865155307e-05
GFI1B,4.6407520101138255e-05
GMEB1,-0.0005377318467267296
GTF3A,-0.005784753940049129
HES1,-8.52372560882231e-05
HMGA1,0.007056628903336753
HNF1B,0.0005248740190247963
HOXA10,4.170919966377003e-05
HOXA9,-1.6171876648014365e-05
HOXB2,-0.00029228728481587316
HOXC5,-1.19450024732127e-05
HOXC9,-1.654223859553988e-05
IKZF1,-0.0002062963584040122
IKZF2,-8.161558203272667e-05
IRF1,-0.00023849424134221275
IRF3,0.00023134638032044075
IRF5,0.000460971488211688
IRF7,0.0004046859974663709
IRF8,-0.00010622755110760288
JUN,-0.004332986714853045
JUND,-0.06116779609399293
KLF12,-3.5616354847211855e-05
KLF13,-0.00026236987310414045
KLF2,-0.03565460697275041
KLF4,3.5803409783545583e-07
KLF6,0.002124880572045084
LEF1,-0.0001210745978105752
LHX1,1.0152062654183156e-05
MAFB,6.0415480296094004e-05
MAFF,-5.374921788270828e-06
MAFG,0.0012010407033886182
MAFK,5.2383641258634615e-05
MBD2,0.0016130958276832016
MBNL2,1.0466373945010998e-05
MITF,-7.03202175690335e-05
MSC,0.0002000960603465274
MXD4,-0.01630063906085896
MYC,0.00014586669173899475
NCOA1,-0.00013635158319848383
NFATC2,0.001179756989600289
NFE2,-4.2022554887282375e-05
NFE2L3,0.0009594527934829755
NFIA,4.4261685141150894e-05
NFKB1,0.005079043692248083
NFKB2,-8.564294751570178e-05
NFYB,-0.0007845463130894583
NFYC,-0.0003403010637527852
NHLH1,0.00013323411185566983
NR2C2,0.00030984128924338173
NR3C1,4.200549693470778e-06
ONECUT2,0.0001397860854510169
OTX2,9.093991997043443e-05
PATZ1,-9.240887813419345e-05
PAX2,6.018746007105993e-05
PBX1,-3.187921450056763e-05
POU2F1,-1.6372961926810048e-05
POU2F2,0.0002976828027125198
POU6F1,-1.767160484466891e-07
PPARG,-0.0012761436296984548
PURA,0.0020461967784146796
RARA,-5.048151127229068e-05
REL,0.0002334443216639003
RELB,-5.807950255008337e-05
RFX5,6.801741559995091e-05
RORC,0.0006541122806685425
RXRA,3.403022387669226e-05
SETDB1,5.0257822702373264e-05
SMAD3,-0.0003091837792105174
SOX4,-1.1316430713213056e-05
SP3,0.0005318779400926879
SP4,0.000122921509302215
SPI1,0.0005012909979345627
SPIB,0.00013463433618722765
SREBF1,0.00038558737181542774
SREBF2,0.0003743531815824695
STAT1,-0.00038140065161513685
STAT5A,-0.00021928040682062127
TAL1,-0.0001532451300771114
TBX21,0.0024774952600300246
TCF3,0.00013533168657662559
TCF4,-7.647404105361728e-05
TCF7L1,3.139309702003534e-05
TCF7L2,-1.1491440542896914e-05
TEAD3,8.710419500372763e-06
TEAD4,-4.3609275742141816e-05
TFAP4,-0.00027510084262583
TFDP1,-0.0007894809745575401
THAP11,-0.0007941349650021528
TLX2,-0.00012891214192396766
TP53,-9.29647983691625e-05
TP73,-1.2084537721234789e-05
VEZF1,-4.613629902527362e-05
XBP1,-0.00022089665578250072
YBX1,-0.002047119309172634
YY2,1.634480297219863e-05
ZBTB17,-0.0007751531215755324
ZBTB20,-4.124918338685458e-05
ZBTB25,-4.654749486285203e-05
ZNF225,9.865883847120153e-05
ZNF35,-5.573679832412598e-05
ZNF354B,0.00015234492655042772
ZNF354C,3.648390208918534e-05
ZNF367,-6.70922696328877e-05
ZNF407,0.0008005588380091414
ZNF580,-0.0006078391913077036
