TF,mean_SHAP
JUND,1.8954315920857017
JUN,0.4476172653339283
FOSB,0.3766841701750196
FOS,0.3398915898326748
YBX1,0.23080923119362873
MXD4,0.18370994050341266
EGR1,0.0507233913379887
KLF13,0.04545915187614495
THAP11,0.04250957585084952
ETS1,0.04191001827664759
STAT1,0.029346519692870235
E2F1,0.024350799754210773
NFKB1,0.015287871002011599
IRF1,0.013809962569263949
TLX2,0.01278092604215134
ESRRA,0.011595889354778429
NFYC,0.011128307707734524
ZBTB17,0.010741264314933678
GATA3,0.010728377725260743
TFAP4,0.01068730262615234
ELK1,0.009617117359178503
ETV3,0.00917392051898082
ATF2,0.008912200171918332
NR3C1,0.008843162635664939
SP4,0.007831543205546167
FOSL2,0.007482452854734195
ETV7,0.006156117266523328
NFYB,0.005896631963156282
HOXB2,0.005821360113184526
ELK3,0.005627472285701523
TP53,0.004805377992646283
ATF1,0.004561697317709484
ATF3,0.0045240493302704495
ZNF580,0.004224129342417741
POU2F2,0.004220322924106721
NHLH1,0.004168466447749739
ETV6,0.0033110358714062388
HOXA9,0.0031956615733003953
RORC,0.0031439114853164646
RXRA,0.003129817327404489
EOMES,0.0030805308187525195
IRF7,0.002813295067064147
GATA1,0.0027201221544490735
MAFF,0.002533275251586477
BHLHE41,0.0024972797044120172
HES1,0.0024258650527503025
BACH2,0.0023777455255737222
RELB,0.002253885089683872
CREB3,0.002214339912136672
OTX2,0.0017927080156103878
LHX1,0.0016729715699343084
TAL1,0.0016432298897041395
RARA,0.0015885373845592682
SMAD3,0.0015505200415996956
E2F7,0.0015187084291343547
TCF3,0.0013133651399033852
MAFB,0.0011833273513825846
BCL11A,0.0009385227873152515
SPIB,0.00084951316256252
IKZF2,0.0007838361238117489
E2F6,0.0007392608734044336
POU2F1,0.0007346223369879572
IRF8,0.000707600836373965
TEAD4,0.000650191154885298
RFX5,0.0005539298396295841
ETS2,0.0005341327126528939
ETV5,0.0004349948853441524
ZNF367,0.00025902152758627644
NFIA,0.0002052901996687128
GATA2,0.00017869010923059157
VEZF1,0.00011521618414030689
MAFK,0.00011190778259935339
TCF7L1,9.752563904949615e-05
CREBZF,5.167029837815057e-05
YY2,-4.504698749039895e-05
CEBPA,-4.8486905385581126e-05
MBNL2,-6.315817000774854e-05
GABPA,-0.00010581617076257487
CEBPG,-0.000115831154250955
KLF12,-0.00019357873322512522
ZNF354B,-0.00021856322622157678
POU6F1,-0.0002248003089305362
PBX1,-0.0002878524691928252
ELF3,-0.0003185459803684748
SOX4,-0.00045144329835007733
ELF1,-0.0005217800721332794
ZBTB20,-0.0005771917606933667
TCF4,-0.0007226826088323607
ETV2,-0.0007534233471947833
TEAD3,-0.0009880569064325848
DBP,-0.0011777798920494127
TP73,-0.0012518645718722315
MITF,-0.0015399630119949388
CREB3L2,-0.0015904602634906398
ZBTB25,-0.0017476516271589138
HOXC5,-0.0019953910646261347
NFE2,-0.002212222575297129
LEF1,-0.0022448379495795296
ZNF35,-0.002255587262512114
ONECUT2,-0.00229859395618888
NFKB2,-0.0026793209384030664
IRF5,-0.002770994167221169
ZNF354C,-0.002778452914435687
ZNF225,-0.002816450713760364
ETV4,-0.003079307527413448
PAX2,-0.0030913506183497547
KLF4,-0.003096450370173387
HOXC9,-0.003099059568599145
GFI1B,-0.003406130310329607
GMEB1,-0.003618905786805218
ELF4,-0.003672565180007631
SETDB1,-0.0037144885728197
IRF3,-0.003852604957158431
CEBPB,-0.004054700473130636
PATZ1,-0.004071900790921789
NCOA1,-0.004321137330275691
XBP1,-0.00435358853697879
CEBPD,-0.00476387451181194
TFDP1,-0.004834627005466652
HNF1B,-0.005015682548400418
TCF7L2,-0.006445828996571443
ZNF407,-0.006817175954685334
FOXP3,-0.006973197698033126
ATF5,-0.008000518063112735
REL,-0.008034786426899915
IKZF1,-0.008270768910748379
E2F2,-0.009097929748414519
PPARG,-0.009109729702451143
FLI1,-0.00951112387650551
E2F8,-0.010998598401594482
SREBF2,-0.01111065303202714
HOXA10,-0.011854651276252601
NFE2L3,-0.011962464142733435
ELK4,-0.015284227647734816
E2F4,-0.01739945293559129
SPI1,-0.01841411442911688
SP3,-0.018854832958394845
BATF,-0.0189796963425316
SREBF1,-0.019587633169258264
TBX21,-0.024759223426998857
NR2C2,-0.02481596014477829
MYC,-0.028529025511982376
MSC,-0.032801509159993136
MBD2,-0.036094772249692486
MAFG,-0.03852866553571364
NFATC2,-0.04108764460938653
PURA,-0.043236308882961545
KLF6,-0.04649831819659953
CREB3L3,-0.06111914052594345
STAT5A,-0.10976388702177804
FOXM1,-0.11310834648393461
HMGA1,-0.21681873140142222
KLF2,-0.5410186076951293
GTF3A,-0.7142312888069299
