TF,mean_SHAP
GTF3A,0.2285005654834567
CREB3L3,0.05790633791221336
NFATC2,0.04078336022973895
TBX21,0.039284042131067426
STAT5A,0.03228152944925288
EOMES,0.01742935460392176
NCOA1,0.01684615188474606
NFKB1,0.01677306677586652
MYC,0.016038285614439242
KLF2,0.01310670370358598
ELK4,0.011084169262833295
NR2C2,0.010124390515824179
SREBF1,0.009652426040142938
PURA,0.009634716092897863
KLF6,0.009494443259847343
ZNF407,0.009140029614483387
SREBF2,0.008827433194591651
SP3,0.00806665038358018
MAFG,0.0074893262007196225
SPI1,0.0070573675184245266
PPARG,0.006399975982847845
FOXP3,0.006167683862235275
PAX2,0.005902488918690259
HOXA9,0.004263702940355553
TCF7L2,0.004027013175561953
EGR1,0.0040243809593232425
TFAP4,0.003738976710269569
MBD2,0.0035834107819635148
ETV7,0.0035832426051474933
ELF1,0.0032786278718911193
ELF4,0.003244789482481766
E2F7,0.002941722048438752
SETDB1,0.0028800668729684247
KLF12,0.002868115568621339
MAFK,0.0027471645731134624
IRF1,0.002517884659266255
LEF1,0.002459435171984449
VEZF1,0.002392865720101574
REL,0.002076387081534159
TP53,0.00204921825275313
OTX2,0.001988947898331153
CEBPA,0.00198295749433793
ZNF35,0.0019031986457844464
E2F2,0.0018746969250420765
NFE2L3,0.0017657945245519965
SPIB,0.0017412572427254378
ONECUT2,0.0017027153934870154
ZNF367,0.001694740680647917
ZNF354B,0.0015359363142032493
CREB3,0.0014751359834004132
CREB3L2,0.0014666357144076175
RARA,0.001364828439949215
RXRA,0.0013294435573798738
HNF1B,0.000931079145659908
TEAD4,0.0009245660791825973
IRF7,0.0009176705048797912
ETV4,0.0006615126913649882
MAFF,0.0006322959815453176
ZBTB20,0.0006227326973094736
CEBPD,0.0006087215457172998
GATA2,0.0005986693348871027
HOXC5,0.0005818698927708191
IKZF2,0.0005478332757726554
SP4,0.0005310596633711822
IRF5,0.0005153029616301502
IRF8,0.00042059273331143877
TP73,0.00039559045371014327
ETS2,0.00030613666849576876
TCF7L1,0.00028726951342968125
BCL11A,0.00027234593859770223
TEAD3,0.00026580886699951393
ZBTB17,0.0002578450966479321
ZBTB25,0.00012516678367361172
PATZ1,0.0001221893935196662
ZNF354C,1.772692133132266e-05
ETV2,7.786001191349528e-06
LHX1,-5.259771999740367e-05
POU6F1,-7.173954608676097e-05
HOXB2,-7.681857311649134e-05
BACH2,-0.00021220193025050884
SOX4,-0.00021241751127716992
POU2F1,-0.00022097838132336103
RFX5,-0.0002225726098978054
BHLHE41,-0.0002526424690749269
NFIA,-0.0003876975291468557
ETV5,-0.0004331934825324119
HES1,-0.0004569279082593627
TCF4,-0.0004930231099558542
MAFB,-0.0005233241454672268
RELB,-0.000652149812840049
NFYB,-0.0006715903471416518
TAL1,-0.0006867093152829711
NHLH1,-0.0007534824513259618
E2F8,-0.0008279051816733618
GATA3,-0.0008349384143330193
CREBZF,-0.0009180192597947141
HOXC9,-0.0010539943195244413
CEBPB,-0.0012223585244225822
TFDP1,-0.0012498406945458302
NFKB2,-0.0013146714757125623
POU2F2,-0.00136418937793254
TLX2,-0.001450882151560777
GMEB1,-0.0016247191551064947
STAT1,-0.001630572112999028
ATF1,-0.0017031792504707602
ETV6,-0.0018260969841857777
NFE2,-0.0018595905175624642
YY2,-0.001936987923823601
E2F6,-0.00196931066121577
ATF5,-0.001996242549514394
ZNF580,-0.0020906827435557243
CEBPG,-0.0021905018262525695
PBX1,-0.002289143682218311
DBP,-0.0023144842413189903
THAP11,-0.0023610922099191684
ATF3,-0.002401066392937276
MITF,-0.002446120571899321
KLF4,-0.002507810602472774
HOXA10,-0.002556341566903046
ELF3,-0.002790886966083225
SMAD3,-0.0027956063750477593
TCF3,-0.002798118076131575
NFYC,-0.0028758737081288526
MBNL2,-0.002900266837766403
IRF3,-0.003147980597289503
BATF,-0.003191279210018842
E2F1,-0.0034045205338334716
ZNF225,-0.0036807093907480757
ESRRA,-0.0038623450324535365
FLI1,-0.003938508043251909
RORC,-0.0042759164900169075
IKZF1,-0.004438598190561903
ELK1,-0.004789177035962105
E2F4,-0.0048446041478097356
ELK3,-0.0049695776261071516
XBP1,-0.005004438010683011
GATA1,-0.005070310156606039
GFI1B,-0.005504339397323959
GABPA,-0.00553207229115988
ETV3,-0.006194167334347815
MSC,-0.007063699210269353
ATF2,-0.008251438294251207
NR3C1,-0.00927053928488295
FOSL2,-0.011254873823860598
KLF13,-0.011539391402367647
ETS1,-0.019247376337979027
FOS,-0.032892864230363784
YBX1,-0.05157414513957964
FOXM1,-0.05289613869746361
HMGA1,-0.06979218402684352
MXD4,-0.08885081275915784
JUN,-0.08971953944478006
JUND,-0.13148871345405158
FOSB,-0.40187366495182986
