TF,mean_SHAP
FOSB,0.30576597949068357
JUN,0.21761045009294602
JUND,0.11922581914566313
CREB3L3,0.10106853981452625
FOS,0.10015303606908332
YBX1,0.07965812021744277
HMGA1,0.051304918066049074
FOXM1,0.041739643526518
KLF6,0.039125242242822454
KLF2,0.03113610045334837
ZBTB17,0.01492112207914749
MYC,0.013123635208657858
PPARG,0.012136460448761884
ETS1,0.009016915610564821
MSC,0.0071815260535093815
GFI1B,0.006971426801679871
STAT1,0.006278696454545299
ETV7,0.006163542325431458
ELK3,0.005737107474225494
ELF1,0.0056250757145472185
CREB3,0.005086519445825147
SPI1,0.005034695380192993
KLF13,0.004967920992046665
ETV3,0.004936664278847796
TFAP4,0.004763374120257262
NCOA1,0.0045539788480060735
NFKB1,0.004223210173214031
CREBZF,0.003552961716054996
SP4,0.0033675613229838014
IRF1,0.003032700681984393
FOXP3,0.0030315967052696392
NFYB,0.0030091877815821666
HOXC5,0.0027382948655910178
NFYC,0.002689506530896381
SREBF1,0.00252554965433197
GABPA,0.0024974660150836993
MITF,0.002430447063576946
RELB,0.0022971575095542844
ZBTB20,0.0022071827569236056
YY2,0.0021284049252897523
POU2F2,0.0020155435302111205
IRF5,0.001957567099660099
ELK4,0.0018445118564686454
NR3C1,0.0018095559530452122
KLF12,0.0016907099595180003
MAFB,0.001566288340989914
ETS2,0.001539235196330053
HOXB2,0.0014294820240728784
ZNF354B,0.0013302684695491263
ESRRA,0.001290657464283785
TEAD4,0.0012634206429209401
ETV2,0.0012273910122859286
HES1,0.0011960506746723197
PATZ1,0.0011493524822320143
CREB3L2,0.0011476863748572416
POU2F1,0.0011308366306123129
E2F7,0.0010682061224412008
TCF7L2,0.0010503660660202605
RARA,0.001017288487920221
ETV5,0.0009973371176522762
CEBPA,0.0009098382450977275
TFDP1,0.0008870200098166774
HOXC9,0.0008316798072562491
ATF5,0.0008167054973403626
TCF4,0.0007798624189656119
LEF1,0.0007300321343680496
LHX1,0.0005761096397584232
TCF3,0.0005751544927001986
ETV6,0.0005743877410120863
MAFK,0.0005631396055823711
RFX5,0.0004834201334609157
OTX2,0.000459609829666975
PBX1,0.0004105720136591977
TAL1,0.00034875615444334064
ELF4,0.00032864915587860996
NFATC2,0.00029215212101085244
ATF3,0.00024127048818981092
E2F2,0.00018016140715238573
SOX4,0.00011831734554454713
GATA3,0.00011812463886733884
RORC,8.509463102207327e-05
TP73,7.115761797964463e-05
ATF1,-1.2391274132918534e-05
POU6F1,-4.929327113567956e-05
ZNF354C,-0.00014817818812662065
CEBPD,-0.00018032125411611137
E2F1,-0.0001877112160476387
ATF2,-0.0001893999239877954
TP53,-0.00019566875259373513
MAFF,-0.00022386979445436988
EGR1,-0.00026550442314729337
TLX2,-0.0002773685990778101
TEAD3,-0.0002832033677721332
ZBTB25,-0.00030231253956550816
RXRA,-0.0003107764809842714
MAFG,-0.00037470344190641803
THAP11,-0.00048562327064164226
CEBPG,-0.0005241949949418675
CEBPB,-0.0005298560491839383
ONECUT2,-0.0005507393059580873
GATA2,-0.0005644293507844363
ETV4,-0.0005700066825940808
SMAD3,-0.0005992018213287891
ELF3,-0.000617972405051851
NHLH1,-0.0006854673840441977
IKZF2,-0.0007380254854750021
IRF7,-0.000817651764247577
KLF4,-0.0008300830086924538
ZNF367,-0.0008697570634842247
ZNF35,-0.0008962910953003215
GMEB1,-0.001050271766471082
DBP,-0.0010751758076517524
PAX2,-0.0010812180125835276
IRF8,-0.0011202766466441106
ZNF580,-0.0011315076413079632
BCL11A,-0.0013062521460958645
MBNL2,-0.0013434146746322947
E2F6,-0.0013587117432717058
MBD2,-0.0013865037709988154
TCF7L1,-0.001397017398516369
ZNF225,-0.0015820567243717179
BACH2,-0.0017171039635536611
PURA,-0.0017218759331718804
NFE2,-0.00179118438956961
BHLHE41,-0.0019521444764667556
E2F4,-0.001963611219163759
SPIB,-0.00206508460121667
NFKB2,-0.0022176777639212487
REL,-0.002257174262564131
E2F8,-0.002401761874978969
NFIA,-0.002666481233447847
SETDB1,-0.002703144019646795
NFE2L3,-0.002757883023014287
GATA1,-0.002982962803739264
VEZF1,-0.0032595909302955
HOXA9,-0.003642722158704471
HOXA10,-0.004239165058083106
IKZF1,-0.004646414904755834
IRF3,-0.005003846294243577
SREBF2,-0.0051289309069633285
SP3,-0.005300869368666691
ZNF407,-0.005672070370455391
XBP1,-0.006128426593035546
NR2C2,-0.006329995495344954
ELK1,-0.006697268305105831
HNF1B,-0.007282138130018944
BATF,-0.008668204301039047
FLI1,-0.009343259990267725
EOMES,-0.012897164409338508
FOSL2,-0.013108297206108597
STAT5A,-0.048959481595801435
TBX21,-0.0566120577328474
MXD4,-0.10180180281257989
GTF3A,-0.40668405486125697
