TF,mean_SHAP
TBX21,0.10376340432003488
FOS,0.07924764061822953
CREB3L3,0.07272849266678402
YBX1,0.042617251641037475
JUN,0.03223537722255319
EOMES,0.03067993534703909
KLF2,0.029343717985032564
FOXP3,0.019194677050368713
IRF1,0.008883612855983634
PPARG,0.008097152331610359
STAT1,0.007807622262218429
SPI1,0.0068927100650843795
ETV7,0.005985721076181101
NCOA1,0.005507011645948775
ONECUT2,0.00544214173776184
TLX2,0.0053622297709335276
GMEB1,0.0040600915615394365
TCF3,0.003494421910792328
HMGA1,0.0034398332028310035
BATF,0.0030442362114950134
ELK3,0.003004545270492426
HOXB2,0.0029749135283470476
ELF4,0.0027641699541903187
ZBTB17,0.002718394991098398
ZNF354B,0.0024202240308336025
IRF8,0.0024071417733864385
NFYB,0.002262428493508831
FOSL2,0.0021057022595751254
IRF5,0.0019698324408133536
MYC,0.001932638346580183
BHLHE41,0.001892266327406289
ETS1,0.0017482413121921894
LEF1,0.00173386630170615
TP53,0.0017287824965357256
KLF12,0.0017150953648424666
E2F7,0.0015703835503660273
NFKB1,0.0014660702850025197
HOXC5,0.0013686596533020487
KLF13,0.001252159860860909
CREB3,0.0012446883249474384
SMAD3,0.0011675448573935314
ZBTB20,0.0010836971838748487
ESRRA,0.0010620299989811033
ELK4,0.0010332774859980695
TCF4,0.000986261540038949
ETV2,0.0009809158850943684
ETV3,0.0008742441104647116
SP4,0.0008343559398470294
MBD2,0.000754747215020182
ATF3,0.0005656341111693515
PURA,0.0005358000407962128
TEAD3,0.00048470231839882965
XBP1,0.00047796804382334583
ZNF580,0.0003366363658968924
ZNF407,0.00033631522160464735
ZNF225,0.0003194193759017045
HES1,0.0002982867655136252
CEBPG,0.00023887457779484705
SREBF2,0.00023398010560000572
POU2F1,0.00017240976667455234
NHLH1,0.0001547673698286757
GATA1,0.0001522874245107771
GATA3,0.00015077342427245407
ETV5,0.00012625961484375638
NFE2L3,0.00011821021250726127
TP73,0.0001163834665391998
ATF5,0.00010817471684313497
ETV4,9.587740417373177e-05
MAFB,9.518233400776455e-05
TCF7L2,7.507173892455296e-05
STAT5A,6.425541386292706e-05
TFDP1,1.71890060900204e-05
E2F6,-7.688030912108136e-06
DBP,-1.6716812626627163e-05
PAX2,-7.910607268317244e-05
CREB3L2,-8.576593001060721e-05
RARA,-8.755138729362781e-05
ELF3,-0.00011807018327999274
MAFF,-0.0001239976826205337
MAFK,-0.00015073327401851503
CREBZF,-0.00015629120981087936
E2F4,-0.00016622578659388097
SOX4,-0.000188573974328784
E2F2,-0.0002127149641596918
YY2,-0.00021687649222467979
NR2C2,-0.00033698031014091134
VEZF1,-0.0003504091010086149
ZBTB25,-0.0003736379093044012
CEBPA,-0.00043701431121071535
IKZF2,-0.0004382902234482913
ZNF35,-0.0004598058014986068
IRF7,-0.00046461313246750263
PATZ1,-0.0004832154621248512
GABPA,-0.0005067125414326776
RFX5,-0.000524011321204223
BCL11A,-0.0005752104249803432
IRF3,-0.0005937867712160253
GATA2,-0.0006315104986655399
EGR1,-0.0006449722473822041
NFYC,-0.0006599063806115055
ZNF367,-0.0007440497931090303
ATF2,-0.0007718107753481903
TEAD4,-0.0007914898561283976
RELB,-0.0008290810209553216
RORC,-0.0008610531210080444
POU6F1,-0.0009011219163229446
THAP11,-0.0009725103562984841
ATF1,-0.0009905774859671555
TAL1,-0.0009970294832872437
ZNF354C,-0.001087617572841017
IKZF1,-0.0010984400069326112
NFKB2,-0.001140934803216555
LHX1,-0.0011572098966797196
MBNL2,-0.0012050312647609823
OTX2,-0.0012212740174552352
BACH2,-0.0012685613881962703
TCF7L1,-0.0013553950698551795
SETDB1,-0.0013682323177422904
ETS2,-0.0013804702026839753
KLF4,-0.0015614191523311517
CEBPB,-0.0015929601173479257
HOXC9,-0.0015962379274933962
E2F1,-0.001655454393959236
NFIA,-0.001778951770790318
HOXA9,-0.0020546123224014956
SPIB,-0.0020766287675987464
TFAP4,-0.002217415595006837
MITF,-0.0022505406612338907
RXRA,-0.0022823971954727767
NFE2,-0.0023339850992503174
HOXA10,-0.002402650725082672
SP3,-0.0025293467919283415
E2F8,-0.0025535648832130426
GFI1B,-0.0026182713691601045
CEBPD,-0.0026915650550921833
REL,-0.0028416097498166464
MSC,-0.0029268212572067165
ETV6,-0.003001632655405276
SREBF1,-0.003056879518359051
HNF1B,-0.0030628293411937074
NR3C1,-0.0036327578610277356
PBX1,-0.004039113893259161
POU2F2,-0.005785514132793355
NFATC2,-0.0061502045279337135
FLI1,-0.006586499647869211
MAFG,-0.00665579508211926
ELF1,-0.0072633431694811975
ELK1,-0.007334671070669121
JUND,-0.008095993537661429
KLF6,-0.011751777655326536
FOXM1,-0.09551145444970993
FOSB,-0.11054574247565713
MXD4,-0.11284491313907412
GTF3A,-0.16163661206950228
