TF,mean_SHAP
HMGA1,0.2993429742980269
YBX1,0.07143649660814674
GTF3A,0.06740307401029122
FOS,0.056286813734085485
JUN,0.04882622322728984
CREB3L3,0.03723925684172279
MBD2,0.012765919698999133
TFAP4,0.010007430403609416
NFATC2,0.00989607412160262
IRF1,0.008932429253845426
NFKB1,0.008200892611043833
FOXP3,0.008102200713884893
BATF,0.007989695514302201
ELK4,0.0074117750304633565
E2F4,0.006834593078752838
IRF3,0.00649325136173378
XBP1,0.005759677850680395
SPI1,0.0053394019209239175
PURA,0.0053310261905997035
GMEB1,0.004782739825677596
MAFG,0.004361964854210678
NR2C2,0.004013919121456488
ETV7,0.00393122647914109
NFE2L3,0.0036964293148337352
ZNF407,0.003545223066502544
SREBF1,0.003472198229671859
TP53,0.002951834666633524
SP3,0.002618165943159978
PATZ1,0.0026162805716924676
IRF5,0.0023186138911032534
ATF2,0.00222626135544779
FOXM1,0.0021577850637315623
IRF7,0.0021221894092458217
CREB3,0.001836320306527984
E2F2,0.0016690791923357417
ZNF580,0.0015559515868122508
SP4,0.0012651724787611845
BCL11A,0.0011887197585148926
FOSB,0.0010478420890603036
TCF3,0.001012231491066503
CEBPA,0.0010119031908533184
ETV3,0.0008350617218768916
TCF4,0.000788984100695685
EGR1,0.000783381940475737
TP73,0.0007003690708300775
FOSL2,0.0006736783200834004
SPIB,0.0006477135617726274
NFYC,0.0006403484494463678
HES1,0.0005696541934737403
HOXC9,0.0005279232855527842
MAFB,0.0004429261464381232
KLF12,0.0003609753884726426
NHLH1,0.00034501303573531203
ZBTB25,0.0003358640790944612
HNF1B,0.00033067689214221055
ETV2,0.0003260747594188282
E2F7,0.0003204723126954523
CEBPG,0.0003148888596525714
DBP,0.0003074984133491869
SREBF2,0.0002820469297417411
EOMES,0.0002738765117085186
ZBTB20,0.00025140972747896185
TCF7L2,0.00022997334980369796
ETV6,0.00020145266584220304
E2F8,0.00019980319536352725
ZNF354B,0.00019941567758463812
CEBPB,0.00016004778855956535
GATA2,0.0001477058735552082
POU2F2,0.00010630655861828376
NR3C1,9.439359745999119e-05
ETV5,8.233670987784334e-05
MAFK,1.644083244997886e-05
ATF3,-3.6981958489104814e-05
RFX5,-4.748104742752686e-05
ETS2,-5.600692291196363e-05
YY2,-6.266647289309576e-05
NFYB,-8.664697920220615e-05
TAL1,-9.620676327322721e-05
NFE2,-0.00011004511665876793
CREBZF,-0.00011538058736141998
STAT1,-0.0001272455143572104
VEZF1,-0.00017770066261368493
ZNF225,-0.00018541514410368528
TEAD3,-0.00020607309682200409
E2F6,-0.00021283408173639358
IKZF2,-0.0002525545228627514
POU6F1,-0.0002619698923712079
POU2F1,-0.00026577109976952173
CEBPD,-0.0002829957800313464
CREB3L2,-0.00031180720437612273
PBX1,-0.00033508828506038555
NCOA1,-0.000389556749015737
MAFF,-0.0004145714682515945
ZNF35,-0.0004303315763051528
HOXA9,-0.0004343919633666974
ZNF367,-0.00048048637409710303
IKZF1,-0.0004939262078610977
SOX4,-0.0005234802402441452
LHX1,-0.0005468543544077244
ZNF354C,-0.0005588920070610961
ATF5,-0.0005821511762001222
LEF1,-0.0005922746108997679
BHLHE41,-0.0006236140236741477
ELF3,-0.0006435069409335405
ETV4,-0.0007002302083238754
NFIA,-0.0007106976267465824
SETDB1,-0.0007659370621379029
MBNL2,-0.0007867786672779494
NFKB2,-0.0008286724215058601
STAT5A,-0.0008299450776524385
BACH2,-0.000843856598387004
IRF8,-0.0008627493786000341
TEAD4,-0.0008971806603600223
ELF4,-0.000897661215965948
ELK3,-0.0009163777110361572
RELB,-0.000925336552373639
TCF7L1,-0.0009732369244561112
TLX2,-0.0010571730938734572
ATF1,-0.0010757021917513873
HOXC5,-0.0011638227628201082
ONECUT2,-0.00125060327781139
RORC,-0.0012525626634565694
PAX2,-0.0014243650889410333
KLF4,-0.0014375105713401095
REL,-0.00152209235521316
SMAD3,-0.0015408437415445455
RXRA,-0.001576176716435685
ESRRA,-0.001812841958778586
GABPA,-0.001978513877834031
GFI1B,-0.001983942117213158
GATA1,-0.002011349680869719
MITF,-0.0020361476830368756
OTX2,-0.002124667949341927
MSC,-0.002161109429839202
KLF13,-0.002359059714945804
HOXA10,-0.0025919196087744317
KLF6,-0.0026539188356763423
ELK1,-0.0027271562494243645
HOXB2,-0.0028024233151494045
FLI1,-0.0028905707014825976
RARA,-0.003173313373541173
THAP11,-0.003319624885352448
GATA3,-0.0035650424284993897
PPARG,-0.0039695347355184945
TFDP1,-0.0041174207183438324
ZBTB17,-0.004969440419880048
ETS1,-0.005547567759706683
MYC,-0.009302547591270112
ELF1,-0.012089676616882723
E2F1,-0.014897528136298294
TBX21,-0.016737429439250363
MXD4,-0.04018691031422682
KLF2,-0.08372970880887473
JUND,-0.22156632625581454
