TF,mean_SHAP
GTF3A,0.16618443191634188
TBX21,0.10443096197650928
KLF6,0.05518156848132745
STAT5A,0.024325029868424154
NFATC2,0.009253835840223077
MYC,0.008666635610465821
MAFG,0.0067829795596340645
RXRA,0.005115771295659695
ELK4,0.004540350759041969
NFKB1,0.0040034530788250824
NFE2L3,0.003937860966773971
CREB3,0.0038974403469117236
PURA,0.0037597304168752897
MAFF,0.0035973208464811306
TFDP1,0.0031448123152546265
POU2F2,0.002954267331642799
E2F1,0.002664832967311158
NFE2,0.0025918769218938502
POU2F1,0.002556905480968108
MITF,0.0022831227487714397
TLX2,0.002146457944983982
SETDB1,0.0021239974509681845
SMAD3,0.0021236529712092235
KLF12,0.002052772693861811
PAX2,0.0019679873845747015
SREBF1,0.0018759863537947895
GATA1,0.0017425031349126228
STAT1,0.0017213107272443875
ONECUT2,0.0016500374391101296
IKZF2,0.0015727010772602548
GATA3,0.0015493157436092973
ELF4,0.0015483758211364224
IRF8,0.0014441116695941764
ELF1,0.0014147420950353165
TEAD4,0.0014047291850404168
RARA,0.0013916178020703304
SP4,0.0013773460841586926
BHLHE41,0.0013286634570336875
SP3,0.0012685961930283811
MSC,0.0012509171265280194
TCF7L2,0.001099381603042566
SPIB,0.0010364885117314696
MBD2,0.0010343397661787864
ZNF354B,0.0010221477486740066
GATA2,0.0009910506796989044
HOXA9,0.0009847607744499541
BACH2,0.0008170345812168254
XBP1,0.0008154686668150889
HOXB2,0.0007532299367579918
ZBTB20,0.0007348549685373313
TP73,0.0007005070896516666
RELB,0.0006608921244558576
ZBTB17,0.0006116303373752793
ETV2,0.0005818464602412133
NR2C2,0.0005248246260076163
HOXC9,0.0004627470301340726
MAFK,0.0004119934091796355
ZNF407,0.00040394911560074395
ZNF225,0.000398744160579502
OTX2,0.0003850765830260684
SOX4,0.0003825302125541505
ATF5,0.0002691062519670642
ATF2,0.00023704929703113255
TEAD3,0.00020040415434756888
ZNF354C,0.00017552339823547698
TAL1,9.457372498770128e-05
GABPA,9.122670089664008e-05
GFI1B,8.65992113664199e-05
TCF4,7.517577437140062e-05
CREB3L2,5.870709375238722e-05
PBX1,4.0847629893034904e-05
KLF4,-4.549936139941484e-06
HES1,-2.9137360166384424e-05
SREBF2,-3.310129090042526e-05
RFX5,-8.605120749753907e-05
CREBZF,-0.00016775289399292997
ELF3,-0.00024843552040992785
POU6F1,-0.00030121941269080387
NFIA,-0.00035806691093317404
E2F6,-0.0003752916883256624
LHX1,-0.00042551343427374417
ETS2,-0.0004655116037096576
VEZF1,-0.0004696727092611419
ZBTB25,-0.0004960512649905976
E2F7,-0.0005035713255322298
TCF7L1,-0.0006283760847638862
NFYC,-0.0006399845552385293
ETV4,-0.0006757436048199705
E2F4,-0.0007608478707586114
ZNF580,-0.0007729686789058292
DBP,-0.0007938569502629319
BCL11A,-0.0008638420985267493
REL,-0.000894850303568517
YY2,-0.0009768530221764126
THAP11,-0.001305539978138707
HOXC5,-0.001338638298211082
KLF13,-0.0013391178091649491
FLI1,-0.0013961864778800645
EGR1,-0.0013962526556186667
ETV7,-0.0014379717458713602
HOXA10,-0.0014607550664847049
CEBPB,-0.0015129919296791078
CEBPG,-0.0015884689820578114
PATZ1,-0.001609645657292242
LEF1,-0.0016932228678992825
CEBPD,-0.0017112723942630413
CEBPA,-0.0017442268779494074
ZNF367,-0.0018640613530301322
ELK3,-0.0019125711462333658
IRF7,-0.0019954554966877852
MBNL2,-0.0020591245139656824
ESRRA,-0.002158803381882833
ETV5,-0.0021959560173218044
ETV3,-0.002202702219801355
ATF1,-0.0022540246384995456
ZNF35,-0.002369028880169124
NR3C1,-0.0025432066691234417
TP53,-0.002604447171661034
ELK1,-0.0030515844015759023
NHLH1,-0.003129031502817731
ETV6,-0.003133801082573084
IKZF1,-0.0032328567541677748
NCOA1,-0.003242854675177736
HNF1B,-0.0032911279819281642
TFAP4,-0.003375654444456696
TCF3,-0.003582320192898641
IRF5,-0.0035962460198114706
ATF3,-0.004018074195315355
E2F2,-0.0041599145400693475
E2F8,-0.004385498785251395
IRF3,-0.0045009845714345026
IRF1,-0.004965427288921024
EOMES,-0.0053655893453988
MAFB,-0.005441927928732965
NFYB,-0.005679977822619654
GMEB1,-0.006546088719503513
ETS1,-0.006735241481032442
SPI1,-0.006876111374231948
NFKB2,-0.007455563583202343
KLF2,-0.008325539993253004
BATF,-0.00968136151116114
FOSL2,-0.013828800925661357
PPARG,-0.014947872072545866
RORC,-0.016265685992867856
FOXP3,-0.017786804777828933
MXD4,-0.03536962125978536
YBX1,-0.041334218267659505
FOXM1,-0.04409201399141027
CREB3L3,-0.06156718086383535
FOS,-0.19143315630541932
JUN,-0.268153906685677
HMGA1,-0.3007484297965081
JUND,-0.3185852215658114
FOSB,-0.5490331831653363
