TF,mean_SHAP
JUND,1.154319972981929
JUN,0.24424520652545048
FOS,0.15415796343344687
CREB3L3,0.14131517138660002
FOSB,0.13556379909706168
YBX1,0.0966527508443585
THAP11,0.02457931782776028
KLF13,0.023890932310229998
IRF1,0.023225576382941263
STAT1,0.02236479675706697
ETS1,0.021197368611641405
PPARG,0.01900796131336399
EGR1,0.018149054502662867
GATA3,0.017966614923392146
NFYB,0.01747503724361537
TLX2,0.012737704810512626
E2F1,0.012280337379432753
ETV7,0.011786006089821046
TFAP4,0.01103417406040538
MSC,0.010980822683704382
ZBTB17,0.009918259573674338
ZNF225,0.008676089707985614
ELK3,0.007823164233688397
TP53,0.007383818217981899
POU2F2,0.0061888278798109065
RORC,0.005897504751576898
FOXP3,0.0054286081257079784
ESRRA,0.005149733720182983
SP4,0.004676339251809404
E2F7,0.00462520576010814
ETV5,0.004429434198553129
ZBTB25,0.004274472469985387
ATF1,0.003995212343866119
NFYC,0.0038404474455153905
HOXB2,0.003830598660291247
ELK1,0.0034441524702484376
LHX1,0.0031357993819125284
CREB3,0.003070475819462416
TFDP1,0.0028903716960708035
TCF3,0.0028285650454237337
GABPA,0.0025951537895330884
NR3C1,0.002502414041729932
IRF3,0.002371000971369451
MBNL2,0.0023244384350328416
RELB,0.0023221309640933776
TCF7L2,0.00188028121394549
FOXM1,0.0017129326395494352
TAL1,0.0015473482972009583
CEBPA,0.0014765477436731924
ETV3,0.0008804472134980119
IRF7,0.0008095162525329143
CREB3L2,0.0007847837458837488
LEF1,0.0006534423399920699
MAFF,0.0006441478468021623
SOX4,0.0006396504884587858
TEAD4,0.0006146705691272094
RXRA,0.0006037882157327022
ETV6,0.0005537472503340502
BHLHE41,0.0005402301874802673
E2F2,0.0005374480512166514
ATF5,0.0005210559316497106
VEZF1,0.0004694369718993179
ZBTB20,0.00044326526428817287
ETV2,0.00040545058499671374
PAX2,0.00040123716504352597
MAFB,0.00037183410627468304
ZNF580,0.000289544645248181
NHLH1,0.00024315890580946478
POU6F1,0.0001850941657698415
BCL11A,0.00017902130619182194
YY2,0.0001401612296890418
TP73,0.00011306763728252531
GATA2,6.1044677032905e-05
TEAD3,6.0607745075767763e-05
NFKB2,9.533221218621648e-06
POU2F1,-8.873245316406777e-06
RFX5,-5.718142170275997e-05
ATF2,-0.00011014392064877723
E2F6,-0.00015060010069817888
NCOA1,-0.00018012731589502117
NFIA,-0.000204561837042017
NFE2,-0.00022986978783937585
ELF3,-0.0002547014217441636
TCF7L1,-0.0002690929606423468
NFE2L3,-0.00027514647741645965
ETS2,-0.00028822930947041184
ZNF354C,-0.00030275657926734557
CREBZF,-0.0003239662151422132
MAFK,-0.0005502052887959957
DBP,-0.000596013520064806
ZNF367,-0.000670547544212289
CEBPG,-0.0007055619776477668
IRF8,-0.0009133567837333714
HOXC5,-0.00094320206778779
GATA1,-0.0010398450257951323
KLF12,-0.0010807657743918265
PBX1,-0.0011477725175290262
ZNF35,-0.0012025215500349757
ETV4,-0.0012470370623282815
IRF5,-0.0013868529018198033
TCF4,-0.0014160892762608386
SPIB,-0.0015660891642938245
ELF1,-0.001618214144140667
SPI1,-0.0017469383309614294
HES1,-0.0019932855388693767
HOXA9,-0.0020112802338923255
IKZF2,-0.0022010998753088525
CEBPD,-0.002316947800984524
BACH2,-0.0025016852886365092
SETDB1,-0.0025447893012637583
XBP1,-0.0025848370007520577
ELF4,-0.0027333294421642298
ATF3,-0.002891570889294581
ONECUT2,-0.002958976987079375
HOXC9,-0.003155302347208276
GFI1B,-0.003253000510407075
RARA,-0.003750742973393466
HOXA10,-0.003750884933774197
OTX2,-0.003777532037993487
E2F8,-0.0038144047526026794
SMAD3,-0.003946806673790346
GMEB1,-0.0041416931536409985
FLI1,-0.004879947538422006
REL,-0.005070956643181705
SREBF2,-0.005142881833665134
HNF1B,-0.005207348928081236
KLF4,-0.005758983165152863
ZNF407,-0.006312378755018132
ZNF354B,-0.006319886920972825
CEBPB,-0.006818654243362658
PATZ1,-0.006852333868170771
MITF,-0.008007648682828203
FOSL2,-0.008725789519993532
SREBF1,-0.00956230644460595
NFATC2,-0.011256945619484038
NR2C2,-0.01263609864800105
EOMES,-0.012702006209688466
ELK4,-0.013028711094995893
IKZF1,-0.01505749532203444
SP3,-0.01507058873020217
E2F4,-0.015735395374964715
PURA,-0.022167838612765188
BATF,-0.024307968717510495
MYC,-0.025303324990849925
NFKB1,-0.026358281445693077
MBD2,-0.026951876899311656
STAT5A,-0.027869745474409756
MAFG,-0.029944882601682585
MXD4,-0.03819337932892445
KLF6,-0.038498826399315955
TBX21,-0.07665336594433066
HMGA1,-0.1555639226466696
KLF2,-0.22847916808678467
GTF3A,-0.3968745222299328
