TF,mean_abs_SHAP
JUND,1.8014123459357074
FOSB,1.0023423810139724
GTF3A,0.9102474043678717
JUN,0.857962245883566
FOS,0.7204255621852816
YBX1,0.5044453610593116
TBX21,0.48742311006937894
HMGA1,0.47171707934208046
CREB3L3,0.3869330985738757
STAT5A,0.3682113081882282
KLF2,0.2741776307807007
FOXM1,0.1803534186696794
MXD4,0.17485279688949543
KLF6,0.12852847521852917
NFATC2,0.12299820379298698
EOMES,0.09291195144562037
ETS1,0.08119512517177385
MSC,0.0720659579538349
BATF,0.07134141500018262
NFKB1,0.07052203122519052
PPARG,0.07048490105795296
MYC,0.0629624127650552
FOXP3,0.05881893795329842
KLF13,0.0566179615358387
MAFG,0.053036412694563655
TFAP4,0.047752088246460316
FOSL2,0.039974580329078725
TP53,0.03971847280800538
STAT1,0.038851050594748054
E2F1,0.03648752582489648
NFE2L3,0.03497093088161991
SREBF1,0.03473305129566596
CREB3,0.033793237889595706
IRF1,0.03258840590163491
FLI1,0.03127258874412506
ZNF407,0.02978123802282199
SPI1,0.029486649115765012
PURA,0.029166620670363498
THAP11,0.02905210030611806
ZNF225,0.028980190905538366
ELF1,0.027801809500425878
ETV7,0.02719770472194093
E2F4,0.026583701790607123
HOXA10,0.026244698496807453
HNF1B,0.026079915939264963
SREBF2,0.025756524314320375
SETDB1,0.0245615206448003
KLF4,0.022316733336921798
IKZF1,0.02203598809039447
GATA1,0.02184722138046783
NFYB,0.021749204686637668
RXRA,0.02173825249403164
ATF2,0.021497049929733447
MBD2,0.02127666493765309
IRF3,0.021166655800725
ELK1,0.020774792061903708
NFYC,0.020630271505191602
NR2C2,0.020070191752687018
HOXC5,0.019891526891547016
HOXB2,0.01970516296579829
ELK3,0.019382985336188856
NCOA1,0.019367423810215712
LEF1,0.019251783798208858
CEBPD,0.018566753949065276
TLX2,0.018474121663701094
CREBZF,0.01840982152068454
GATA3,0.018112533193591206
NFE2,0.017281882454662036
GABPA,0.016621616066743634
LHX1,0.016446270796533692
POU2F2,0.016212096907667985
ZBTB17,0.016188428247569487
ESRRA,0.016077478351597924
ATF5,0.015628317932147993
OTX2,0.01529800002185774
BCL11A,0.014752558498629036
ETV3,0.014077389770904248
IRF5,0.01406993300754366
ETV5,0.013923675844622565
SP3,0.013820491905744876
NR3C1,0.013798155666221818
SPIB,0.01375559153720499
ELK4,0.013726778866073647
SMAD3,0.01349631645026831
IRF8,0.013289117595490375
NFKB2,0.013271655232120266
ATF1,0.013146776321295123
RELB,0.013120705622415709
GFI1B,0.013012083160301618
XBP1,0.012465159408990966
MAFK,0.012435902101524923
MITF,0.012274024321689614
CREB3L2,0.012044260963905372
ZNF354B,0.011532239411650897
ZNF35,0.011500856770313704
EGR1,0.011467700976174782
RORC,0.011200500791036426
BHLHE41,0.011080252106649176
HOXA9,0.01088981320578063
ONECUT2,0.010668706636415786
E2F8,0.010626463909533111
ELF4,0.010128213695347632
HOXC9,0.010051971653444403
TCF4,0.009807853878717908
CEBPA,0.009686482965333745
REL,0.00955220763262077
TP73,0.009539317569306894
PATZ1,0.009418584973146772
TCF7L1,0.009417587801645203
RARA,0.009118502209795383
ZNF580,0.009057388456156338
GMEB1,0.008955752752064245
ETV6,0.008746740430354411
PAX2,0.008545773040954096
ATF3,0.008507531555184966
SP4,0.008435343207967655
NFIA,0.008406767589382854
E2F7,0.008209008770992938
TCF7L2,0.008116219362431317
E2F2,0.008067336012043293
CEBPG,0.007695816136579172
BACH2,0.007371423609505139
HES1,0.0073557760667088065
IKZF2,0.007302383715761256
TEAD4,0.007281219424987593
TCF3,0.007147482612946634
VEZF1,0.00691427519962619
TFDP1,0.006816564351167077
PBX1,0.006786225235377816
TAL1,0.006696446595273471
MAFB,0.006616880761759918
ETS2,0.006380811096203033
ZNF354C,0.006173335307086788
MAFF,0.006135581075212706
ZNF367,0.006100724208457606
NHLH1,0.005337025499797988
ETV2,0.005326920787760079
KLF12,0.005258616082647249
E2F6,0.005216677970242882
ZBTB20,0.005138777421237648
CEBPB,0.0049868055481521786
POU2F1,0.004924264608710097
DBP,0.004873481595744035
GATA2,0.004711562762828713
ETV4,0.004445470019720968
MBNL2,0.004334724678016708
IRF7,0.004266216402520099
RFX5,0.004011935363353253
ELF3,0.0033591615749033023
ZBTB25,0.0032937334712550216
TEAD3,0.003200158924126752
SOX4,0.002416578290199237
YY2,0.002235330304610234
POU6F1,0.0005143263598116052
