TF,mean_SHAP
FOSB,0.17378666910615803
GTF3A,0.10456102022684824
STAT5A,0.09360377570310822
KLF6,0.04325095236135278
NFKB1,0.033159683843944736
MAFG,0.029692268000589835
MBD2,0.01757508668857278
XBP1,0.012529851203391708
MSC,0.01247274487329678
JUN,0.01175513536235383
PURA,0.009001272903459749
NFE2L3,0.00887032050745289
IRF3,0.008652664864081793
YBX1,0.00658550557195315
E2F4,0.006509298119704052
OTX2,0.005183432642134932
SREBF1,0.005107671860129499
NR2C2,0.00507084953064788
LEF1,0.004909968980424693
CREB3,0.0048711209260724996
SREBF2,0.004679430654372627
ELK4,0.004553609527970333
ZNF407,0.004190298452823608
SP3,0.004140546203347392
MITF,0.0039764648318613505
POU2F2,0.00388529203188015
RELB,0.003733535624669648
NR3C1,0.003682566505817287
IKZF1,0.0036751811422586394
ZNF354B,0.002727440858032355
SP4,0.0025309593163365123
ETV3,0.0023771515310147683
BATF,0.0023204968057389743
REL,0.002042969723719165
E2F8,0.0018350275130382043
ETV6,0.001692122705740711
GABPA,0.0014856823976030777
E2F7,0.0014533325243452878
ETV5,0.0012857325714853644
CEBPG,0.0010870758076944405
SETDB1,0.0010512968942069177
DBP,0.0009879421509024521
NFIA,0.0009549252851191251
E2F2,0.0008911916643281479
YY2,0.0007988301670028185
NCOA1,0.0007818346219448714
BACH2,0.0007737464898931145
TAL1,0.0007374429422041718
NHLH1,0.0006610587718151765
MAFB,0.0005925845226845628
ETS2,0.0004956188453375971
TP73,0.00042123035097047857
ZNF35,0.00037191465184794735
TEAD4,0.0003000807598225676
GMEB1,0.00026706836681369766
TCF3,0.0002539889668054638
RFX5,0.00023480690355132095
PBX1,0.00017406572828783024
MAFF,0.0001433124957823244
GATA2,0.00013136355818771717
POU2F1,9.299526090369692e-05
SOX4,5.0088708197522394e-05
TEAD3,2.3395120592788883e-05
HES1,1.628950892518667e-05
RARA,-3.461557101458394e-05
NFKB2,-0.000151010575497914
ELF3,-0.00016692096673442847
IRF7,-0.00020395757000292122
CEBPB,-0.000264413557879045
ZBTB20,-0.00026889789722796704
ZBTB25,-0.0002843682690330272
TCF4,-0.00029311094438208156
VEZF1,-0.0003442962264826363
MAFK,-0.00037193802600767235
LHX1,-0.00038455594586643516
MBNL2,-0.0004390541989449885
IKZF2,-0.0005339637129999158
HOXC9,-0.0006076244971328406
CREBZF,-0.0006720914161486535
ELK1,-0.0007649872750426501
RXRA,-0.0007803346226570784
ETV2,-0.0008378522524340126
ONECUT2,-0.000996677248823551
SPIB,-0.0010728641656317871
FLI1,-0.0010760533893967375
CREB3L2,-0.0010966572792195984
HNF1B,-0.0011366470950123844
ESRRA,-0.0011488148009558658
MYC,-0.0011593225711054279
BCL11A,-0.0012377505355426503
ETV4,-0.0012599564243933577
KLF12,-0.001279697826738653
NFE2,-0.0013390483048419345
ATF3,-0.0013499207178670112
RORC,-0.0014222759666714059
ZNF225,-0.0014580881490090486
ELF4,-0.0015396294025838229
ATF2,-0.0015814980964408843
ZNF367,-0.00166509752462312
SMAD3,-0.0018681639460075119
TCF7L1,-0.001892324342090225
IRF8,-0.0020771714601822756
PATZ1,-0.0020865758698390847
PAX2,-0.0021048007655903368
POU6F1,-0.002385376680871631
E2F6,-0.002409826487116311
TCF7L2,-0.002539341312962077
ZNF354C,-0.0025679577685920195
KLF4,-0.0025688278403599185
FOSL2,-0.002638244166773835
BHLHE41,-0.003000612281162528
TP53,-0.0030430062983786217
ATF5,-0.0032482503152608143
ATF1,-0.0032749102981687373
HOXA9,-0.0033816888944184892
CEBPA,-0.003396950110506187
NFYB,-0.0034231277242066
ELK3,-0.0034381230103790817
HOXA10,-0.0035577885343506736
TFAP4,-0.004227791313676642
TFDP1,-0.004397054423103102
IRF5,-0.004577403227995497
CEBPD,-0.004919612195780625
SPI1,-0.005141369603409111
IRF1,-0.005145948585749493
HOXC5,-0.005170707509971685
EGR1,-0.005543012682013292
GATA3,-0.005866896504710819
ETV7,-0.006207577718135674
GATA1,-0.006245860505724169
ZNF580,-0.0065704495815881656
FOXM1,-0.00705058511046593
NFYC,-0.007431996885577995
ELF1,-0.008396231921815465
ZBTB17,-0.008975534493758455
GFI1B,-0.009226813540090006
PPARG,-0.009853012792239232
HOXB2,-0.009986216544979339
NFATC2,-0.010003221967195752
E2F1,-0.010018187826651027
THAP11,-0.01169317899234606
STAT1,-0.013945357266686921
KLF13,-0.019252816026372493
TLX2,-0.02015635888526014
ETS1,-0.021219603460985406
TBX21,-0.02195121333434626
FOXP3,-0.03148079960584892
HMGA1,-0.03692569990752895
EOMES,-0.0388343053489295
MXD4,-0.050813962103611304
KLF2,-0.05854659899101209
FOS,-0.07646744308327062
CREB3L3,-0.08829964036909464
JUND,-0.4044313162428145
