TF,mean_SHAP
JUND,0.3472789839047406
FOS,0.24700271274631436
FOSB,0.16912726198266514
JUN,0.1427722895912024
KLF2,0.09530794887752274
TBX21,0.08393838670835864
YBX1,0.08327902730148776
CREB3L3,0.0495430666661317
ETS1,0.03245293953455437
KLF13,0.01669841756529983
E2F1,0.015132377338942049
STAT1,0.013126000124719166
TFAP4,0.01229121708190194
NFYC,0.010032084710457039
HOXA9,0.009793487434892391
TP53,0.00975970614252138
THAP11,0.008265402557032194
IRF1,0.008173105827633012
ZBTB17,0.007749335847035574
PAX2,0.007381967830053169
GATA3,0.006833066555079221
GABPA,0.006110341022193327
ETV7,0.006000066281917687
TLX2,0.005820743258670131
ELK1,0.00564029727764563
ELK3,0.005019808211619624
ELF1,0.0040459272816726535
MITF,0.003944076129311684
RARA,0.003897483420358571
ESRRA,0.003871832388065338
POU2F2,0.0038712781469361947
NR3C1,0.0037609857733693713
FOXP3,0.0031329153519518847
GFI1B,0.0030852866363048565
EGR1,0.003030491732722502
ZNF580,0.002837410017103885
EOMES,0.002820947045411795
TFDP1,0.0027275366894313935
CEBPA,0.0026383795057908725
ZNF225,0.002621006407784153
LHX1,0.0025260990571638192
ATF3,0.0024747643186615446
E2F4,0.002259978103642796
GATA2,0.0021877109653588227
ATF1,0.0021801574165445977
ETV3,0.0016726889380460415
PATZ1,0.0015609977802116851
ZNF354B,0.0014398225158660175
DBP,0.0014156504199171265
MBNL2,0.0013338601450473579
SMAD3,0.0010423846793610788
TEAD4,0.0008939350939436307
MAFB,0.0008880696261359222
E2F6,0.0008853497731855968
SOX4,0.000859082413704288
CREBZF,0.0007648461219717328
NFE2,0.0007431417899941289
HOXB2,0.0006929639338685925
TAL1,0.0006857803227548044
ATF2,0.0006634704755509921
IRF7,0.0006201059916354968
KLF4,0.0005076976374141601
IKZF1,0.0004357879744278422
BCL11A,0.00038230376437312763
TCF4,0.0003427791705491335
ETV4,0.0003376637530942534
TCF3,0.00026412462700168665
HES1,0.00016282667386436728
ELF3,8.911204104813125e-05
IKZF2,6.541139314849718e-05
ETS2,3.64004661718301e-05
VEZF1,-8.083520181781349e-05
ETV2,-8.554688564661446e-05
ONECUT2,-0.00010659082632560196
IRF3,-0.00011249740669038451
CEBPB,-0.0001234720991525215
RELB,-0.00014243315782259058
CREB3L2,-0.00016039376079544693
ETV6,-0.0001725187409886916
POU2F1,-0.00017894673667750972
POU6F1,-0.0002519598509047749
TEAD3,-0.000292148904622245
GATA1,-0.00035986673202995307
NFIA,-0.00039440880445192923
MAFF,-0.00046245398913435286
YY2,-0.00048518359507403663
ZBTB20,-0.0005374346937129274
BHLHE41,-0.0005866794760211571
ELF4,-0.0005962837889934791
TP73,-0.0007260966914087432
SP4,-0.0007290150755166009
RFX5,-0.000737047071849639
IRF8,-0.0008048073455217367
E2F8,-0.0008152606726842333
PBX1,-0.0008427310412141839
TCF7L2,-0.0012210055429398884
HOXC9,-0.0013113183754875765
SPIB,-0.0013134312658663607
TCF7L1,-0.001314431443417235
NHLH1,-0.0013283512608578923
ZBTB25,-0.0014464960640706058
HOXA10,-0.0017461113924990088
NCOA1,-0.0018503941500105003
NFYB,-0.002246341602822458
KLF12,-0.002247827816357776
CEBPG,-0.002261845776137467
BACH2,-0.002280898475769343
NFKB2,-0.002403405430345657
FLI1,-0.0024472670884370393
HOXC5,-0.002481626048041476
ZNF367,-0.00268760225851082
ATF5,-0.002751839710350901
HNF1B,-0.0027681071899337776
ZNF354C,-0.002821060365735539
E2F2,-0.0034424982782342746
MAFK,-0.0034459874835766264
CEBPD,-0.0035307207404631567
E2F7,-0.0036109008479848327
ETV5,-0.003621530534435228
RXRA,-0.0036561154619295442
REL,-0.0036656014510081623
ZNF35,-0.003744057623869994
XBP1,-0.003826371648191149
SETDB1,-0.0038551679189360592
FOSL2,-0.003971373819738949
GMEB1,-0.0045383496633548985
ELK4,-0.004815835256517481
OTX2,-0.005045486130086013
SP3,-0.0056148554249723795
PPARG,-0.0066099379857477904
IRF5,-0.006862850290707219
RORC,-0.0072879441834210815
MBD2,-0.007582891174992001
ZNF407,-0.008458841018691217
CREB3,-0.008573031017215137
SREBF2,-0.008790216852288396
NR2C2,-0.009262470644252969
SPI1,-0.010255774907610671
NFE2L3,-0.010454712044858918
PURA,-0.01101975405281246
MAFG,-0.01381618067444327
MYC,-0.014861279292842254
SREBF1,-0.01605399480001153
MSC,-0.017240567044107938
NFKB1,-0.01836712893632923
LEF1,-0.019724349256285786
KLF6,-0.027914566169658917
NFATC2,-0.034901408614374824
BATF,-0.04580524037118371
MXD4,-0.04879253045564104
STAT5A,-0.04958917033462026
FOXM1,-0.06640954496177282
HMGA1,-0.09039570111820633
GTF3A,-0.41282924434406004
