TF,mean_abs_SHAP
JUND,0.5013020307042417
FOSB,0.49760936138277606
JUN,0.25787548866272186
CREB3L3,0.2537813939270199
STAT5A,0.23030796737498027
FOS,0.20612107081813622
GTF3A,0.1860579670615246
MXD4,0.16097190166107095
KLF6,0.15348729975438075
TBX21,0.14220044804243928
KLF2,0.13198881352898814
HMGA1,0.1085016222136691
NFATC2,0.0850222192798257
FOXM1,0.07333270999578811
YBX1,0.06608225483345467
EOMES,0.04413007235010924
NFKB1,0.039341338246950575
BATF,0.03753492053963016
NFE2L3,0.03625024461137895
FOXP3,0.03553262099546475
PPARG,0.03545054215993817
MAFG,0.035233279696003594
TLX2,0.030005503259050523
CREB3,0.028951920295699204
FOSL2,0.026665804218061702
ETS1,0.022825510024135343
ELF1,0.021633175185169048
MSC,0.021554908376443343
KLF13,0.019994950189985494
MBD2,0.018579997581091107
ZNF225,0.018513170587090136
OTX2,0.01821736520745261
TFAP4,0.018102804567228025
ATF2,0.017443852550361155
ZBTB17,0.01723704465576805
PATZ1,0.017068246019698065
SREBF1,0.016490510897622827
STAT1,0.016244168545536633
ETV7,0.0161442496173987
IRF3,0.01567827332957957
MYC,0.015617441408946428
THAP11,0.01503739558792995
SPI1,0.014730378258073835
KLF4,0.014576202138098134
XBP1,0.01450382121743858
ETV5,0.014412408511344446
RXRA,0.01401897063060247
NCOA1,0.013992918748785414
TP53,0.013794036399979852
HOXB2,0.013466102559512465
CEBPD,0.013432577033565117
HOXC5,0.013193513361190791
ONECUT2,0.01306816527907235
SREBF2,0.012912368356806404
GFI1B,0.012384621780145575
LEF1,0.012369812407865485
MITF,0.012129552321010168
NFE2,0.012053867970557818
ATF1,0.01191324995260784
ATF5,0.011858895353646473
SETDB1,0.011775732367140452
PURA,0.01162287746428217
GATA1,0.011561063387857966
HNF1B,0.011522108793165658
ZNF354B,0.011308498226765735
RORC,0.010987550660235735
E2F1,0.010705154480576549
NR3C1,0.010622076304181336
LHX1,0.010450068857766235
ESRRA,0.010392830166961
ZNF407,0.010116158053876678
NR2C2,0.009865290232177052
E2F4,0.009618005212066355
ETV3,0.009466329603822201
NFYC,0.009427150167983272
IKZF1,0.008998285675901867
SP3,0.0089474571500745
TCF7L2,0.00877227676189951
ZNF35,0.00873188516638963
CEBPG,0.008272610772839317
ZNF580,0.00811858789013424
FLI1,0.008105873306200799
CREBZF,0.007962592170008493
NFIA,0.007566114599169576
GATA3,0.007525289755627735
BHLHE41,0.007508448321555268
IRF5,0.007407643996161544
GABPA,0.007338618621594576
IRF1,0.00733794598833738
RELB,0.007303942506260463
ZNF367,0.007084574723580322
HOXC9,0.007069288409063357
ETV6,0.006927493084992202
CEBPA,0.0068691121501241745
EGR1,0.006561657111396026
HOXA9,0.006520647596795235
PAX2,0.00623932233180805
ELK1,0.006145980377178747
TFDP1,0.006087641168323233
POU2F2,0.006056044356456947
HOXA10,0.005939894943792192
MAFK,0.005878531602023143
POU2F1,0.005836653651085117
NFYB,0.005715824486617711
SPIB,0.005640111517828352
ETV4,0.00556586459403616
TCF3,0.005478929800907797
ELF4,0.005431663623098782
ELK4,0.005223050640689908
IRF8,0.005194986346095078
ZNF354C,0.0050866584582562125
ETV2,0.005064412985141653
PBX1,0.0048987316473145005
E2F6,0.004632611932034635
ELK3,0.004581247648514386
BACH2,0.004481566511129404
TCF7L1,0.004479813871525304
TEAD4,0.004459963963301215
IRF7,0.004409864575782442
TAL1,0.004281597159290903
NHLH1,0.004251855344824021
SP4,0.0040804108007278005
RARA,0.003955350200608676
REL,0.0038846675111477553
ATF3,0.0037815626063896317
GMEB1,0.0037549085959511425
IKZF2,0.0037357398141872693
ETS2,0.0036566805197141583
SMAD3,0.0035770027959114905
KLF12,0.003533049106126071
E2F2,0.0034934493014078375
BCL11A,0.00340381289595922
HES1,0.003387050545550781
CREB3L2,0.0033059445878800657
NFKB2,0.0031226687583039265
E2F8,0.0031141683402056302
E2F7,0.003028979305832664
MBNL2,0.0028648874311324344
MAFB,0.0027167676772530784
MAFF,0.0026177052546634493
TCF4,0.0026166226549062216
TP73,0.0024410313572962757
POU6F1,0.0024327778809037108
YY2,0.0024232832936059985
DBP,0.002379817814640687
ZBTB25,0.002178003987719977
ZBTB20,0.0021231629834954995
GATA2,0.0020909381733743506
TEAD3,0.002048656722825696
ELF3,0.001988579290001688
VEZF1,0.0019273908988538268
CEBPB,0.0018221990203404947
SOX4,0.0011009414691209142
RFX5,0.000940581379012973
