TF,mean_SHAP
JUND,0.5828724125053014
FOS,0.2854532437442095
KLF2,0.2551268118558191
JUN,0.22904022958245693
YBX1,0.11986827390026109
MXD4,0.11131431356211488
TBX21,0.07043607957005919
CREB3L3,0.06769164170837885
EOMES,0.05589320975793485
ETS1,0.05400357097325271
KLF13,0.037379994118351224
STAT5A,0.030757772372304863
E2F1,0.022373266792305942
STAT1,0.02085373328366451
FOSB,0.020770976198202756
THAP11,0.01981664515394839
ZBTB17,0.016469418694523265
ELK3,0.01615496365874422
IRF1,0.014680484287798945
NFYC,0.014671018085333012
HOXB2,0.013739844160205381
ELF1,0.013048958281582932
ELK1,0.012354003631598777
PPARG,0.009450796103844172
EGR1,0.009206785748799807
TFAP4,0.009020667396280749
GABPA,0.008684716353722486
ESRRA,0.00692617647568623
FOSL2,0.006301608594006466
POU2F2,0.00628070541629806
ETV6,0.005765220975610388
NFYB,0.005487338808691895
GATA3,0.005426386805419559
TP53,0.005034371513588184
CREBZF,0.004912571643153545
FLI1,0.00483446061157964
HOXC5,0.004786965159378456
TLX2,0.004654975524391991
LHX1,0.004614385890246479
TFDP1,0.00458423342004725
ZNF580,0.004562977296994874
ATF3,0.004507376748580968
BCL11A,0.004225156559310931
ZNF225,0.0040950710878880315
GATA1,0.0038616994575917905
ATF1,0.0038606778218300973
ETV7,0.003682928744318684
IRF3,0.003653338983195025
ETV3,0.0033424651763130984
E2F6,0.0032548546619680036
MITF,0.002889017522212155
TCF4,0.002628522830558573
IRF8,0.002412489004955073
ATF2,0.0022696414599625266
ETV4,0.002267127745307653
BHLHE41,0.0022111784730245772
HES1,0.0014669660966206031
SOX4,0.0012067495285641243
ZNF35,0.0011605399217869438
SMAD3,0.0011576268943494549
NR3C1,0.0010788310227419053
IKZF1,0.000762247348790497
ETS2,0.0007329118145316671
ETV2,0.0004714536497732237
PAX2,0.00041854853138851005
POU2F1,0.0004075327692450805
DBP,0.0003849527760021027
ZBTB20,0.00019454031114237938
GMEB1,0.00019249076991339996
CEBPG,6.379234925633349e-05
ELF3,3.4951188928229206e-05
RFX5,2.5096205240326455e-05
RORC,-3.4952209183327615e-05
TEAD4,-0.0001568472811187275
NHLH1,-0.00024660110605093766
YY2,-0.00030323629783196056
RXRA,-0.0003144678729771903
POU6F1,-0.00041834024890344235
CEBPA,-0.000472755223375724
PATZ1,-0.0004912154086157981
GATA2,-0.000520550919834774
TCF7L2,-0.0006013087858875067
IRF5,-0.0006776470015957918
ATF5,-0.0007011547191506104
MAFB,-0.0007195376880388489
TP73,-0.0007919735795377808
KLF12,-0.0007985451333681816
HOXC9,-0.0008755978539398382
MBNL2,-0.0009070029854891019
GFI1B,-0.0010379589380614587
E2F7,-0.0011558408788588587
TCF3,-0.0011919018991903233
ZBTB25,-0.00121490120197464
MAFF,-0.0013215231037024481
TEAD3,-0.001397836146243846
IKZF2,-0.0015207538450012722
VEZF1,-0.0015629880340261582
CREB3L2,-0.001580014416820637
MAFK,-0.0016432168610039102
CREB3,-0.0017873924627145243
PBX1,-0.001792363871151114
RARA,-0.0018987104426592622
IRF7,-0.001976486135975184
TCF7L1,-0.002280078124533064
SP4,-0.002300012778319631
SPIB,-0.002323787293384564
ZNF367,-0.0026194201804137823
TAL1,-0.0026309507574936862
ZNF354B,-0.002677010667294881
CEBPB,-0.0027153196687963034
ZNF354C,-0.0031727386964649283
NFKB2,-0.003288415771219831
RELB,-0.0034441715602989992
OTX2,-0.003644949719701332
NFIA,-0.0038110500766871543
NCOA1,-0.0038138274283861517
ONECUT2,-0.003880220755190048
E2F2,-0.003991921164585863
KLF4,-0.004028247457912589
XBP1,-0.00407554241350967
CEBPD,-0.004173795308829896
NFE2,-0.004592137328223792
BACH2,-0.004710024279322787
ELF4,-0.004980901338721245
E2F8,-0.005495165598252467
HNF1B,-0.0055840098391696435
REL,-0.005733333900326607
ETV5,-0.005791721287671732
FOXP3,-0.006473023808221313
SETDB1,-0.006920464910555659
SP3,-0.008938525867386063
NFE2L3,-0.009112991248825779
HOXA10,-0.009298870439189512
HOXA9,-0.009998570590282545
E2F4,-0.011599100405474712
LEF1,-0.01279361402246734
MBD2,-0.01442793244744467
ELK4,-0.015130282962568844
NR2C2,-0.016758480123693974
ZNF407,-0.01677536936585804
SPI1,-0.01706518792797503
SREBF2,-0.01766034224997202
SREBF1,-0.02036458670760566
MSC,-0.021737823777067213
MYC,-0.021895763670427185
PURA,-0.025524498445682327
NFATC2,-0.03144225798476827
BATF,-0.03328090035381968
MAFG,-0.03890692336800303
NFKB1,-0.07968118004697283
FOXM1,-0.09882964781994383
KLF6,-0.11958333085064352
HMGA1,-0.1894757896355238
GTF3A,-0.6644312921982093
