TF,mean_SHAP
KLF2,0.0621084905405966
YBX1,0.048053810102425015
STAT5A,0.0429071327527162
GTF3A,0.04147541699030701
KLF6,0.038093800276742106
HMGA1,0.019752163889669848
FOXM1,0.019142630289918576
IKZF1,0.00585234556278346
IRF1,0.004221057922336816
STAT1,0.0037195791434975656
CREB3,0.0034914686912585428
TP53,0.0030558467464143458
IRF3,0.0030083585351149762
GMEB1,0.0029551869527750458
ATF2,0.002862364115307619
CREBZF,0.002788738525596628
ZNF225,0.002431713382447099
ETV3,0.0023960433515022844
NFE2L3,0.0022986866112678604
TCF3,0.002107883050619086
ETV6,0.0016369416438545715
MAFG,0.001520540372391104
ETS1,0.001381649139737131
PAX2,0.0013255499272304364
KLF13,0.001267272293272734
POU2F2,0.0011433298605493805
ETV5,0.0011407787636801541
YY2,0.0010865182859359347
NCOA1,0.0010392666480547733
MITF,0.0009984563109086905
MYC,0.000961413645681344
NFE2,0.0008928998972224689
HOXC5,0.0008706928351260657
NFYB,0.000790536426034351
GATA1,0.0007189331354200446
ZBTB20,0.0007024835924405245
VEZF1,0.0006466231495654021
ELF3,0.0005989053555294012
NFIA,0.0005969680404739344
PBX1,0.000590962619096066
HES1,0.0005274158249244784
GABPA,0.0004995791782997566
E2F4,0.00047889259019688547
RARA,0.00047808850289051324
TP73,0.00044927112883211056
ZNF354B,0.0004097304274996036
IRF5,0.0003936042323047364
ETS2,0.0003662763915371504
GATA2,0.0003429297760622748
SMAD3,0.0003114178575528172
ESRRA,0.0002941067006212423
POU2F1,0.0002858879312986316
ETV2,0.00024576481109868717
MAFF,0.000238687652684549
HOXA9,0.00023669375253989127
NR3C1,0.00023263860815954417
E2F7,0.00022915018017364498
TCF7L2,0.00016231943754810418
SOX4,0.00014624775125163876
KLF12,0.00010373805438135497
E2F2,8.939708858802301e-05
MAFK,8.436473417445243e-05
TCF7L1,7.325958143200454e-05
ETV7,5.098776850333005e-05
IRF7,4.4822192975037024e-05
SETDB1,3.194672868355319e-05
MAFB,2.5752603245037822e-05
ETV4,2.117039409761339e-05
ZBTB25,-5.903078306048496e-06
TFAP4,-9.632798818411617e-06
DBP,-2.3190100180297055e-05
FOXP3,-0.00010422098064504117
ATF3,-0.00010747466365655314
IKZF2,-0.0001088138032211932
SP4,-0.00013646988948737656
E2F6,-0.00018688960211501709
CEBPA,-0.00022040732434994666
POU6F1,-0.00022359734698691294
RFX5,-0.00023399990669640443
EGR1,-0.00023518401482086227
TFDP1,-0.00024774915405993746
MBD2,-0.00025569641377567786
TEAD3,-0.00026862031359046665
SREBF1,-0.00028461754783566537
ONECUT2,-0.00030366712675289776
TCF4,-0.00032904676914536415
ELK3,-0.00036261996809719226
PURA,-0.00036546617829502035
TAL1,-0.00039735825123581194
CEBPG,-0.0004059078330669093
SPIB,-0.0005108397535954785
NHLH1,-0.0005169070271877932
ZNF367,-0.0005424051851268181
ELF4,-0.0005532313120894441
ELK4,-0.0005658346269971483
PATZ1,-0.0006377461351454942
NR2C2,-0.0006698906904686676
RELB,-0.0006868506983205587
HOXC9,-0.0006921294357114521
KLF4,-0.0007442832732983377
BACH2,-0.0008696701283522588
BCL11A,-0.0008743159597643534
SPI1,-0.0008897893521519749
SP3,-0.000897756063307985
NFYC,-0.0009298490452862282
NFKB2,-0.000960324495457611
LEF1,-0.0009795628046032957
MSC,-0.0009963769546910144
OTX2,-0.0010452436377038309
CEBPB,-0.001048026164655922
ZNF580,-0.0011877948384247875
FLI1,-0.0012497498531648058
RORC,-0.0012618506182931538
ELK1,-0.0012678999692555058
HOXA10,-0.0013520613058508788
ZNF354C,-0.0013698818727333392
CREB3L2,-0.0014327277721423379
MBNL2,-0.0015387429387660858
ATF5,-0.001573143748923351
BHLHE41,-0.001601682446611405
ZNF35,-0.0017004791941755
REL,-0.0017999335849563807
HOXB2,-0.0018860664562132215
E2F8,-0.00192021774666539
XBP1,-0.0019418821212661922
ATF1,-0.002086786219188086
IRF8,-0.002111338171029544
RXRA,-0.0021485703417859475
LHX1,-0.002179137096624514
CEBPD,-0.0022029685899293714
TEAD4,-0.0023794889074296535
NFKB1,-0.0029748198148169926
E2F1,-0.002980840137772851
SREBF2,-0.003204190129186587
GFI1B,-0.0032194146383107396
THAP11,-0.003288650353829327
GATA3,-0.0036718715967580503
ELF1,-0.003983797506427265
NFATC2,-0.004185822450542016
TLX2,-0.0042779958091420465
BATF,-0.004603588219677445
ZNF407,-0.004699370527860657
EOMES,-0.004906861121747784
ZBTB17,-0.005664559542303048
FOSL2,-0.00597935369466768
HNF1B,-0.006557808024578651
PPARG,-0.009349630635434925
TBX21,-0.022363053435285277
FOS,-0.03659459023643613
JUN,-0.05929071880089178
MXD4,-0.05931900417460159
CREB3L3,-0.10091286115244666
JUND,-0.18215224855492185
FOSB,-0.22242037996520445
