TF,mean_SHAP
KLF2,0.4061073694249655
JUN,0.4004686772499877
FOS,0.3721644639172307
JUND,0.31201736156182674
FOSB,0.29092518357499175
YBX1,0.2662356064265289
TBX21,0.11090740285388129
FOXM1,0.10062410228485216
STAT5A,0.057333483456430814
IRF1,0.04125684226238536
ETS1,0.03587488590018847
TFAP4,0.03455828187256001
KLF13,0.033013719187342916
STAT1,0.02713802858298951
FOXP3,0.02232044465795205
TLX2,0.021029694815241005
XBP1,0.017043056951408533
CREB3,0.015171861406038926
IRF3,0.014904154266795453
ETV7,0.014603623231718705
ZBTB17,0.013973820589674169
E2F4,0.013508910091710546
MITF,0.012415878526636837
NFYB,0.012077991202622072
FOSL2,0.011862391448208744
SP4,0.011655967516583411
NR3C1,0.010596669130314158
ELK3,0.01007860971419948
GABPA,0.009749349414398485
ATF2,0.00955125138504688
TP53,0.00871137707496641
NFYC,0.00851813907250863
GATA1,0.007557732709199222
EGR1,0.006656680292159493
LHX1,0.006564477765892738
POU2F2,0.006516822621886231
ETV3,0.006106190249335124
ZNF225,0.005981885368081295
ZNF367,0.005880650621419664
MAFG,0.005214095693871078
E2F2,0.004893166804273003
OTX2,0.004454089522729326
ETS2,0.00434380274118419
TFDP1,0.003911071470339995
E2F7,0.003765425312174557
NHLH1,0.003711293912978804
EOMES,0.0036389407976998855
TAL1,0.003566225111654851
GFI1B,0.003477225986060599
CREBZF,0.0031434608311145225
CEBPG,0.003102990712237027
RXRA,0.0030639692661217775
NFE2L3,0.0030285571247342822
VEZF1,0.002835520155052359
BCL11A,0.0026353605867269116
GATA2,0.002466252694405471
TEAD4,0.0022639509239137843
ETV4,0.0022220174729395406
GMEB1,0.0020968896259117658
THAP11,0.0018947587114486791
YY2,0.0017102999134104076
ETV6,0.001693962925045662
IRF8,0.0012733102390801829
NFE2,0.0009032505506041926
TCF3,0.0008711945790971756
HOXC9,0.00042826347203552126
HES1,0.00037983927416248593
E2F8,0.0002656074398334723
ZBTB20,-0.00020739693496252406
RELB,-0.00020947007794553074
NCOA1,-0.00025551113614861125
ETV2,-0.0003029163327065521
ESRRA,-0.0003930196481437255
RFX5,-0.00040337460518251745
TCF7L2,-0.00042137027876703855
TCF4,-0.0004355681102373381
IRF7,-0.0004904250885874355
ELF4,-0.0006820371365305191
POU6F1,-0.0007723376037101533
POU2F1,-0.0008040174127983778
CEBPB,-0.0008345850562096988
SOX4,-0.0010211572688211855
ELK4,-0.001021768551384211
TP73,-0.001159030496088001
MAFB,-0.0011856884438905737
TEAD3,-0.0013488878833854037
CEBPA,-0.0013656852153179039
DBP,-0.0013891584077492616
ZNF354C,-0.0014067847896183524
ETV5,-0.001983771068907865
RARA,-0.0020338484287423823
SPIB,-0.0021897981822052363
BHLHE41,-0.0022441951604089323
ELF3,-0.0023368866698839
GATA3,-0.0025533842598131364
MAFF,-0.002567313085753019
ONECUT2,-0.0025839905077355498
BACH2,-0.0025971996528270504
PAX2,-0.002698774756139923
NFKB2,-0.0028718116840157344
ATF1,-0.0031374577519577064
E2F6,-0.0031812040727937085
NFIA,-0.003327786634893908
CREB3L2,-0.0033340055573388948
PBX1,-0.00349422601424783
IKZF1,-0.003546879724799689
MAFK,-0.003933552349274141
KLF12,-0.004014552018020922
ZNF354B,-0.004050449104484114
RORC,-0.004076435087594688
HOXC5,-0.004076885045209455
ELK1,-0.004214118910708305
PATZ1,-0.004282683497723283
IKZF2,-0.0043237585207793125
ATF3,-0.004341244007064323
SPI1,-0.004514498233259027
KLF4,-0.004639737082183697
HOXA9,-0.004899909579762176
IRF5,-0.005112848175217803
HNF1B,-0.00517802336024046
ZNF35,-0.0052751837628574015
SMAD3,-0.005365998381480755
HOXB2,-0.0058749971419088266
TCF7L1,-0.005906898187873639
ZNF580,-0.005942373656497475
MBNL2,-0.006403167492256394
NFKB1,-0.006466562557592798
E2F1,-0.006622417493240171
ZBTB25,-0.006677761849540536
CEBPD,-0.00944742973109843
SREBF2,-0.010435942704431725
NR2C2,-0.0123191376496209
LEF1,-0.012771985647268152
SETDB1,-0.013208632161325647
MBD2,-0.013566026806269942
ZNF407,-0.015152000304614466
REL,-0.01886350552460778
SREBF1,-0.018879964212251937
HOXA10,-0.01919309534833952
NFATC2,-0.023292084139263647
FLI1,-0.023782493235522686
PURA,-0.025524276973693104
SP3,-0.028267659744375537
BATF,-0.033366031869696354
ELF1,-0.033423943995736075
ATF5,-0.04179725234017608
MYC,-0.050075664268153755
MSC,-0.07555847564628727
KLF6,-0.07609768152716896
PPARG,-0.09922374881324009
MXD4,-0.16693536730876274
GTF3A,-0.36307666099365526
HMGA1,-0.43629535907223377
CREB3L3,-0.6206934233786321
